3861 274 -1550; 103 0 -26
3926 512 -1463; 213 -172 0
3959 616 -1472; 261 -156 -9
3950 791 -1454; 294 -140 -21
3958 918 -1475; 308 -120 -34
3997 977 -1478; 283 -106 -55
3977 1020 -1534; 227 -83 -77
3938 1022 -1624; 159 -65 -101
3873 962 -1830; 88 -52 -126
3848 906 -2002; 62 -39 -148
3778 805 -2168; 94 -32 -164
3653 809 -2296; 207 -25 -170
3514 781 -2039; 350 -21 -170
3399 610 -1901; 393 -8 -171
3327 556 -1826; 374 4 -158
3381 606 -1967; 370 20 -141
3417 738 -2129; 375 41 -124
3365 786 -2394; 361 61 -108
3432 862 -2455; 356 70 -96
3569 1104 -2576; 405 75 -88
3664 1350 -2511; 479 78 -89
3719 1404 -2350; 511 76 -100
3705 966 -1865; 439 82 -108
3512 326 -1740; 282 96 -112
3401 -121 -1788; 229 115 -105
3341 -86 -1920; 389 139 -77
3268 132 -1996; 586 171 -44
3268 250 -2079; 669 189 -22
3442 435 -2263; 688 199 -8
3726 673 -2298; 710 203 -6
3942 872 -2110; 737 204 -13
4039 1121 -1901; 764 204 -30
4083 989 -1700; 701 192 -59
4046 675 -1682; 571 186 -86
4051 430 -1759; 485 175 -107
4079 173 -1925; 440 159 -129
4050 56 -1875; 459 137 -134
4028 94 -1762; 548 110 -135
4201 354 -1553; 608 75 -139
4323 498 -1236; 600 48 -147
4293 372 -957; 505 19 -157
4168 62 -653; 393 -10 -169
4114 -247 -517; 320 -28 -172
4162 -563 -483; 276 -51 -168
4225 -652 -458; 269 -70 -155
4287 -593 -109; 340 -87 -132
4384 -380 283; 450 -102 -113
4494 -132 763; 491 -111 -98
4466 43 1156; 459 -105 -88
4525 -1 1390; 330 -96 -88
4518 -156 1364; 171 -80 -89
4540 -355 1265; 54 -61 -83
4581 -622 1125; -19 -47 -76
4592 -845 969; -39 -34 -59
4755 -852 1032; 48 -29 -33
4819 -536 1263; 262 -21 -13
4840 -18 1553; 464 -6 9
4820 307 1741; 504 7 15
4796 388 1828; 391 30 10
4812 260 1715; 221 51 -3
4805 31 1507; 83 75 -15
4725 -185 1282; 25 98 -17
4570 -358 1146; 41 117 -17
4402 -368 1053; 127 138 -7
4351 -263 1010; 233 149 3
4395 -36 896; 282 160 7
4322 25 1008; 276 171 8
4237 72 1051; 236 184 8
4216 30 972; 154 190 -2
4186 -6 818; 61 200 -12
4224 -44 626; -18 201 -19
4276 -161 383; -109 196 -26
4302 -313 191; -180 185 -31
4315 -448 104; -198 165 -33
4297 -433 45; -159 145 -31
4309 -289 135; -86 121 -27
4240 -266 219; -62 102 -26
4211 -226 289; -63 83 -27
4214 -231 230; -80 65 -29
4257 -239 82; -113 50 -31
4317 -242 -44; -136 28 -35
4393 -311 -202; -158 7 -33
4386 -332 -186; -152 -16 -31
4369 -337 -161; -115 -40 -28
4282 -327 -104; -79 -61 -21
4219 -262 -61; -42 -77 -13
4166 -237 -32; -21 -91 -4
4141 -272 -66; -18 -100 6
4134 -258 -89; -11 -106 16
4102 -215 -103; -4 -113 27
4094 -224 -97; -9 -118 39
4068 -166 -10; 3 -119 52
4111 -66 8; 31 -118 63
4173 38 46; 32 -113 71
4140 62 60; 17 -107 80
4162 9 26; -10 -99 85
4274 50 -88; -29 -94 90
4342 -30 -221; -56 -87 93
4391 -45 -206; -58 -82 100
4432 -48 -221; -46 -79 107
4427 -99 -211; -56 -76 111
4410 -127 -194; -64 -72 117
4440 -173 -182; -57 -69 122
4384 -253 -167; -51 -60 127
4336 -309 -113; -31 -53 135
4328 -240 -146; -6 -43 139
4292 -302 -119; -8 -38 139
4283 -304 -125; -11 -29 142
4349 -332 -96; -4 -23 139
4386 -318 -150; -10 -14 131
4396 -342 -117; -10 -7 124
4363 -386 -82; -12 -2 110
4336 -367 -103; -2 6 91
4320 -304 -90; -1 15 66
4205 -302 -35; -10 25 34
4088 -283 50; -12 35 -6
4001 -48 135; -11 46 -56
3878 168 140; -82 59 -127
3931 134 97; -243 67 -214
3822 -5 -47; -371 72 -308
3806 65 -49; -377 78 -418
3809 117 -26; -375 79 -549
3743 267 -23; -413 78 -689
3642 258 -88; -475 80 -847
3719 412 -234; -523 75 -1026
3949 575 -519; -580 66 -1218
4085 759 -771; -656 54 -1417
4007 745 -804; -727 51 -1620
3904 676 -698; -768 47 -1835
3814 723 -727; -783 46 -2051
3807 821 -910; -758 55 -2261
3870 989 -956; -717 66 -2460
3924 1074 -1031; -712 86 -2653
3816 1121 -988; -743 110 -2832
3846 1231 -1045; -758 139 -2999
3768 1426 -893; -739 181 -3145
3593 1462 -707; -752 237 -3270
3424 1389 -633; -806 292 -3386
3272 1351 -612; -805 360 -3479
3303 1528 -520; -705 430 -3552
3310 1720 -433; -639 499 -3613
3284 1889 -479; -611 568 -3670
3387 2290 -337; -534 626 -3712
3400 2573 -185; -524 691 -3740
3104 2510 -24; -661 758 -3762
2843 2378 -23; -808 825 -3770
2820 2415 -65; -822 901 -3757
2812 2536 11; -741 974 -3727
2702 2600 73; -658 1043 -3675
2645 2652 178; -586 1102 -3610
2713 2735 306; -509 1156 -3532
2447 3056 454; -414 1210 -3432
2177 3543 687; -415 1247 -3321
2088 3773 595; -651 1283 -3209
2002 3617 422; -929 1333 -3073
1943 3321 291; -1063 1370 -2913
1896 3300 238; -975 1397 -2727
1861 3411 183; -772 1411 -2521
1785 3565 130; -595 1397 -2305
1672 3749 155; -442 1366 -2078
1620 3807 168; -355 1317 -1849
1545 3876 273; -312 1249 -1610
1362 3852 357; -257 1180 -1367
1121 3809 500; -202 1102 -1125
1020 3797 624; -95 1012 -877
942 3887 757; 59 921 -629
861 4074 879; 204 823 -388
928 4132 945; 285 719 -157
947 4193 1050; 327 611 64
1000 4156 1103; 350 502 275
1073 4169 1181; 363 389 472
1118 4177 1231; 383 271 663
1173 4175 1270; 394 151 839
1220 4261 1248; 418 30 1002
1364 4301 1259; 443 -97 1158
1517 4297 1238; 440 -219 1300
1476 4293 1226; 426 -346 1438
1613 4150 1140; 408 -480 1573
1772 4076 1124; 414 -613 1700
1732 4055 1092; 432 -743 1837
1811 3822 1033; 429 -869 1967
1926 3679 928; 442 -999 2098
2065 3609 886; 519 -1119 2234
2244 3586 845; 593 -1233 2367
2386 3523 823; 623 -1340 2496
2605 3453 705; 633 -1436 2622
2769 3415 674; 661 -1528 2742
2838 3390 641; 694 -1603 2864
2956 3317 647; 729 -1669 2974
3090 3050 463; 721 -1725 3085
3198 3019 415; 762 -1771 3208
3406 2804 243; 810 -1806 3316
3458 2693 178; 815 -1829 3433
3532 2395 49; 809 -1858 3551
3720 2096 -154; 810 -1875 3659
3837 1955 -263; 859 -1894 3776
3964 1651 -384; 919 -1904 3889
4067 1458 -503; 987 -1910 3998
4236 1457 -584; 1083 -1918 4103
4297 1265 -688; 1134 -1910 4195
4358 1323 -704; 1190 -1899 4284
4441 1274 -810; 1218 -1885 4354
4559 1174 -905; 1188 -1859 4405
4531 958 -901; 1186 -1830 4450
4451 772 -823; 1222 -1795 4479
4365 868 -899; 1261 -1752 4496
4334 837 -889; 1226 -1694 4495
4252 417 -881; 1108 -1622 4471
4056 281 -722; 1042 -1552 4429
4080 673 -646; 1041 -1484 4373
3982 499 -721; 888 -1393 4287
3774 221 -619; 670 -1296 4173
3597 250 -494; 582 -1219 4050
3518 275 -563; 516 -1126 3904
3276 80 -609; 359 -1031 3729
3072 -199 -676; 179 -939 3549
2963 -491 -804; 40 -856 3349
2846 -599 -936; -80 -778 3144
2664 -908 -1089; -214 -701 2936
2552 -1299 -1202; -324 -630 2718
2506 -1415 -1346; -330 -574 2501
2424 -1523 -1408; -305 -511 2286
2397 -1711 -1497; -327 -452 2065
2389 -1816 -1537; -352 -405 1842
2396 -2010 -1627; -380 -360 1620
2430 -2083 -1726; -400 -327 1396
2487 -2184 -1853; -414 -297 1172
2469 -2195 -1892; -415 -272 952
2466 -2172 -1958; -436 -254 737
2427 -2331 -2076; -506 -239 528
2387 -2519 -2138; -566 -224 329
2375 -2654 -2186; -588 -212 144
2357 -2711 -2235; -583 -194 -24
2355 -2739 -2290; -590 -172 -174
2276 -2856 -2305; -598 -147 -310
2220 -2874 -2314; -577 -117 -422
2251 -2870 -2385; -557 -89 -522
2256 -2979 -2441; -561 -54 -606
2266 -3013 -2447; -532 -17 -668
2339 -2908 -2451; -469 18 -720
2348 -2808 -2507; -428 55 -762
2338 -2819 -2486; -401 98 -790
2402 -2830 -2475; -353 132 -810
2420 -2788 -2469; -276 168 -819
2468 -2788 -2423; -206 209 -818
2575 -2689 -2391; -143 241 -815
2664 -2612 -2333; -100 274 -805
2744 -2542 -2287; -76 309 -789
2813 -2476 -2230; -76 334 -771
2859 -2487 -2265; -83 361 -751
2876 -2464 -2195; -73 389 -727
2860 -2422 -2167; -50 408 -696
2914 -2398 -2239; -31 424 -664
2990 -2449 -2270; -16 434 -631
3027 -2442 -2274; 5 442 -592
3067 -2409 -2230; 57 442 -553
3134 -2318 -2197; 105 438 -515
3216 -2218 -2114; 132 430 -479
3225 -2139 -2025; 151 419 -444
3245 -2039 -2009; 172 403 -412
3298 -1998 -1984; 175 387 -386
3303 -2025 -1994; 164 368 -364
3297 -2003 -1945; 180 346 -340
3327 -1973 -1987; 211 322 -319
3330 -1945 -1910; 243 293 -302
3319 -1906 -1835; 256 271 -285
3324 -1883 -1769; 264 241 -271
3342 -1837 -1755; 268 213 -257
3357 -1851 -1761; 259 188 -247
3317 -1924 -1752; 233 160 -242
3336 -1912 -1739; 244 135 -235
3334 -1916 -1737; 240 107 -232
3326 -1888 -1763; 208 81 -231
3316 -1953 -1786; 154 57 -235
3277 -2028 -1838; 93 35 -241
3247 -2038 -1845; 58 14 -249
3156 -2099 -1861; 20 -3 -260
3046 -2131 -1897; -9 -15 -272
3003 -2153 -1976; -24 -26 -289
3008 -2048 -2084; -39 -34 -316
2970 -1959 -2130; -87 -38 -354
2912 -1894 -2143; -179 -38 -404
2885 -1943 -2216; -281 -35 -466
2923 -2053 -2396; -364 -24 -545
2782 -2118 -2386; -322 -5 -631
2666 -1768 -2179; -121 23 -725
2711 -1691 -2095; 53 57 -841
2681 -1518 -1945; 164 105 -973
2694 -1058 -1711; 308 160 -1127
2763 -631 -1456; 343 217 -1298
2783 -582 -1345; 221 285 -1494
2734 -556 -1239; 125 364 -1693
2886 -406 -1123; 108 440 -1903
2841 -444 -1156; 64 527 -2124
2892 -339 -1006; 76 613 -2338
3059 -32 -940; 124 692 -2551
3189 53 -933; 63 778 -2776
3406 333 -852; -12 861 -2989
3528 412 -755; -69 943 -3194
3570 423 -746; -150 1035 -3393
3641 473 -576; -190 1115 -3573
3761 421 -670; -221 1202 -3740
3924 540 -545; -198 1287 -3885
4033 785 -515; -166 1363 -4014
4069 1009 -429; -143 1438 -4132
4214 1575 -245; -108 1498 -4232
4259 1842 36; -191 1570 -4321
4160 1731 266; -427 1646 -4398
4050 1639 205; -591 1724 -4446
4060 1724 224; -574 1815 -4464
4156 1728 128; -529 1900 -4464
4135 1754 54; -495 1969 -4434
4042 1944 -59; -434 2021 -4373
3969 2061 -100; -434 2058 -4305
3946 2205 -168; -482 2078 -4236
3891 2246 -146; -521 2086 -4131
3895 2278 -213; -540 2079 -4008
3875 2313 -315; -502 2055 -3885
3804 2505 -361; -417 2020 -3739
3676 2662 -280; -327 1963 -3588
3465 2897 -133; -300 1897 -3430
3204 3029 -48; -345 1827 -3261
2988 2830 -38; -439 1753 -3089
2781 2611 -62; -421 1681 -2897
2563 2765 87; -224 1601 -2690
2321 2925 126; -28 1519 -2482
2114 3055 229; 89 1430 -2273
1899 3223 357; 189 1343 -2065
1675 3518 579; 254 1254 -1854
1603 3556 605; 197 1164 -1652
1526 3505 596; 115 1082 -1451
1407 3287 517; 107 1000 -1248
1450 3382 480; 206 909 -1045
1441 3614 491; 359 817 -852
1524 3841 504; 440 728 -672
1491 3913 601; 460 634 -503
1386 3920 650; 459 547 -352
1351 4014 673; 476 457 -215
1334 4088 752; 496 373 -90
1303 4210 761; 481 298 22
1349 4216 759; 451 217 119
1438 4298 676; 456 145 202
1482 4433 733; 466 73 273
1456 4333 693; 421 4 333
1490 4276 796; 403 -60 383
1479 4374 830; 420 -123 423
1535 4373 868; 404 -175 455
1573 4360 871; 341 -222 479
1603 4293 878; 281 -268 491
1589 4236 848; 228 -304 497
1591 4176 947; 188 -336 502
1565 4079 913; 153 -364 495
1558 4046 905; 128 -386 489
1616 3978 895; 120 -404 479
1620 3937 868; 114 -415 464
1645 3911 826; 115 -427 446
1667 3848 786; 112 -433 426
1709 3857 773; 109 -439 401
1696 3825 764; 96 -439 376
1659 3762 810; 71 -434 344
1648 3755 814; 60 -429 313
1623 3691 782; 55 -417 280
1635 3738 769; 61 -399 245
1676 3790 746; 67 -383 209
1752 3875 694; 37 -363 167
1778 3857 704; -16 -340 123
1768 3763 740; -71 -313 75
1751 3732 766; -95 -285 27
1753 3702 756; -95 -254 -21
1796 3695 732; -88 -220 -66
1782 3699 676; -73 -189 -111
1821 3706 638; -63 -159 -157
1852 3789 621; -59 -129 -204
1865 3937 643; -89 -103 -250
1905 3929 682; -161 -77 -302
1895 3976 736; -226 -51 -352
1849 3980 776; -264 -28 -402
1905 3951 774; -318 0 -454
1857 3905 798; -351 26 -502
1796 3977 817; -353 53 -545
1784 4068 918; -344 79 -588
1738 4069 982; -380 103 -623
1764 3946 1005; -438 124 -654
1753 3927 898; -468 138 -673
1749 3909 919; -455 147 -677
1776 3958 901; -455 150 -668
1687 3888 903; -495 140 -645
1693 3859 800; -552 119 -606
1782 3788 734; -597 89 -553
1740 3722 599; -620 51 -474
1772 3634 622; -613 -5 -379
1775 3558 561; -587 -65 -273
1757 3484 553; -548 -135 -142
1801 3430 545; -475 -220 0
1831 3428 532; -385 -302 151
1856 3491 621; -307 -397 315
1834 3398 600; -278 -491 487
1870 3218 600; -250 -589 664
1968 3174 540; -181 -694 851
2123 3159 518; -97 -798 1040
2256 3138 435; -41 -902 1234
2423 3010 404; 2 -1008 1426
2559 2876 307; 51 -1117 1619
2737 2731 286; 131 -1225 1813
2873 2677 237; 224 -1329 2002
2992 2578 181; 299 -1426 2191
3142 2470 206; 375 -1519 2376
3281 2371 151; 453 -1606 2552
3368 2359 159; 533 -1680 2722
3502 2251 169; 610 -1743 2881
3685 2293 162; 690 -1799 3029
3817 2302 149; 753 -1848 3168
3987 2215 85; 761 -1888 3292
4069 2128 39; 756 -1921 3408
4141 1952 -83; 746 -1946 3506
4250 1821 -182; 743 -1972 3598
4338 1605 -185; 767 -1996 3684
4452 1484 -278; 803 -2005 3764
4418 1342 -280; 835 -2014 3840
4403 1097 -349; 872 -2010 3913
4494 1067 -365; 929 -2000 3980
4494 866 -576; 969 -1988 4041
4690 702 -672; 993 -1960 4096
4678 602 -561; 1036 -1936 4140
4720 488 -618; 1064 -1905 4178
4729 484 -545; 1093 -1869 4209
4742 371 -525; 1084 -1817 4223
4712 412 -499; 1047 -1766 4226
4697 473 -502; 1015 -1717 4220
4680 318 -604; 884 -1660 4192
4547 43 -665; 738 -1607 4153
4419 -93 -562; 655 -1559 4119
4219 -404 -680; 554 -1500 4070
4059 -619 -640; 503 -1449 4031
3805 -998 -716; 481 -1391 3997
3782 -879 -858; 513 -1329 3970
3759 -1183 -1135; 416 -1270 3930
3643 -1721 -1456; 282 -1202 3878
3522 -1483 -1240; 391 -1151 3849
3378 -1642 -1425; 431 -1092 3792
3241 -1684 -1362; 373 -1030 3732
3086 -1792 -1383; 329 -986 3688
3097 -1923 -1528; 224 -943 3611
2977 -2224 -1588; 92 -910 3524
2697 -2377 -1558; 70 -880 3436
2484 -2289 -1745; 140 -870 3346
2419 -2546 -1746; 181 -857 3233
2233 -2252 -1783; 257 -848 3138
1925 -2468 -1898; 218 -851 3021
1768 -2473 -2047; 134 -860 2898
1629 -2655 -2126; 77 -888 2772
1387 -2956 -2190; 21 -904 2633
1212 -2778 -2108; 91 -937 2509
1049 -2898 -2226; 136 -968 2380
821 -3013 -2167; 167 -985 2258
769 -3011 -2126; 208 -1016 2136
729 -2929 -2269; 223 -1036 2009
652 -2839 -2210; 204 -1053 1894
533 -3142 -2263; 133 -1063 1767
365 -2994 -2247; 159 -1065 1652
213 -3055 -2218; 187 -1058 1535
21 -3021 -2226; 163 -1034 1414
-174 -3041 -2181; 150 -1003 1296
-318 -3135 -2246; 122 -961 1177
-377 -3191 -2281; 118 -908 1057
-468 -3144 -2224; 159 -849 942
-528 -3103 -2148; 192 -775 825
-588 -2985 -2016; 202 -699 706
-627 -2935 -1913; 177 -617 588
-632 -3016 -1901; 99 -525 461
-545 -2986 -1848; 52 -438 335
-461 -3075 -1924; 38 -344 215
-368 -3078 -1932; 43 -254 93
-312 -3085 -1903; 50 -166 -19
-294 -3197 -1900; 38 -81 -131
-261 -3243 -1872; 44 -5 -233
-230 -3278 -1914; 63 72 -326
-195 -3373 -1952; 57 141 -414
-142 -3482 -2060; 36 200 -491
-17 -3525 -2128; 42 250 -556
110 -3739 -2200; 22 289 -618
246 -3779 -2227; 44 321 -665
366 -3784 -2230; 110 340 -703
433 -3840 -2213; 145 353 -733
466 -3767 -2157; 167 356 -758
502 -3780 -2165; 158 355 -778
520 -3784 -2135; 144 349 -785
567 -3799 -2093; 155 338 -786
592 -3672 -2089; 169 328 -785
633 -3688 -2063; 156 310 -779
641 -3680 -2094; 148 292 -762
660 -3692 -2074; 158 272 -739
673 -3771 -2101; 145 254 -719
644 -3738 -2038; 152 238 -688
658 -3713 -2044; 177 218 -652
693 -3624 -2013; 203 205 -614
747 -3610 -1979; 217 191 -572
800 -3633 -2007; 204 178 -533
813 -3614 -1975; 194 166 -494
856 -3561 -1970; 180 156 -457
840 -3493 -1936; 153 150 -424
834 -3502 -1873; 98 149 -398
792 -3476 -1844; 60 148 -382
805 -3244 -1765; 63 151 -366
759 -3328 -1760; -1 163 -373
758 -3169 -1702; -75 175 -389
787 -3034 -1672; -152 188 -416
843 -2962 -1664; -284 206 -463
872 -2854 -1655; -433 220 -523
985 -3144 -1996; -554 237 -601
914 -3021 -1932; -462 265 -669
805 -2853 -1823; -332 300 -755
784 -2691 -1807; -376 327 -872
805 -2498 -1772; -470 366 -975
848 -2591 -1795; -628 415 -1101
953 -2548 -1874; -791 468 -1233
1059 -2518 -1941; -906 533 -1361
1183 -2644 -2038; -989 605 -1503
1259 -2574 -2041; -970 679 -1635
1427 -2621 -2146; -907 754 -1775
1497 -2638 -2161; -818 833 -1914
1616 -2533 -2171; -686 914 -2043
1779 -2434 -2147; -605 992 -2182
1947 -2253 -2123; -615 1069 -2313
2206 -2212 -2085; -681 1152 -2442
2468 -2275 -2122; -798 1232 -2575
2673 -2303 -2065; -836 1323 -2692
2899 -2181 -2117; -778 1412 -2800
3057 -2204 -2143; -745 1501 -2909
3254 -2073 -2141; -690 1589 -3003
3319 -2051 -1961; -680 1679 -3094
3447 -2097 -1898; -717 1773 -3185
3557 -1878 -1592; -665 1861 -3254
3747 -1710 -1538; -616 1956 -3325
3951 -1512 -1354; -622 2051 -3395
4080 -1422 -1332; -664 2145 -3458
4251 -1351 -1234; -688 2235 -3522
4452 -1081 -1266; -660 2314 -3578
4660 -842 -1322; -626 2386 -3636
4793 -668 -1247; -654 2452 -3687
4824 -666 -1135; -713 2511 -3729
4838 -740 -1060; -771 2571 -3765
4847 -645 -948; -765 2633 -3789
4869 -490 -867; -702 2694 -3794
4882 -401 -646; -623 2753 -3802
4850 -291 -465; -553 2803 -3810
4839 -74 -220; -433 2853 -3812
4799 188 -43; -312 2891 -3822
4880 515 40; -270 2922 -3838
4968 862 1; -299 2942 -3860
5045 1024 -14; -395 2953 -3879
5085 1181 26; -528 2959 -3891
5019 1209 81; -697 2966 -3904
4894 1230 254; -800 2983 -3906
4724 1265 562; -774 2998 -3893
4548 1410 725; -688 3011 -3881
4389 1551 816; -644 3025 -3870
4224 1436 882; -603 3029 -3859
4205 1660 975; -507 3020 -3842
4230 2200 686; -435 3006 -3834
4139 2493 688; -478 2972 -3830
3888 2499 851; -587 2926 -3815
3755 2357 918; -711 2872 -3799
3597 2072 812; -764 2824 -3780
3215 1907 860; -658 2756 -3730
2961 1955 869; -432 2664 -3659
2793 1841 867; -197 2568 -3611
2449 1993 1022; 71 2447 -3558
2065 2144 1050; 280 2299 -3494
1922 2672 932; 411 2144 -3440
1555 2954 1224; 468 1984 -3383
1078 2921 1470; 360 1827 -3311
847 2751 1728; 191 1671 -3245
473 2683 1740; 59 1550 -3157
88 2645 1977; 23 1443 -3048
-225 2511 1865; 1 1340 -2933
-431 2440 1814; 53 1246 -2800
-464 2615 1659; 202 1149 -2660
-489 2934 1717; 350 1048 -2521
-686 3187 1806; 352 948 -2365
-805 3092 1843; 211 846 -2211
-1016 3021 1754; 37 749 -2052
-1154 2966 1774; -72 661 -1871
-1270 2916 1616; -122 574 -1687
-1380 2847 1515; -98 492 -1489
-1390 2735 1461; 45 407 -1284
-1290 2853 1557; 293 323 -1079
-1233 3173 1717; 499 240 -876
-1304 3553 1824; 567 164 -677
-1306 3688 1956; 505 97 -494
-1323 3604 1970; 357 43 -321
-1254 3464 1973; 242 -7 -155
-1167 3453 1959; 210 -47 3
-1081 3434 1961; 238 -77 160
-1013 3422 2054; 291 -101 308
-850 3482 2066; 349 -120 442
-759 3570 2095; 396 -131 563
-754 3705 2174; 440 -135 669
-710 3837 2226; 440 -138 761
-641 3902 2201; 401 -137 830
-572 3982 2258; 350 -131 889
-456 3978 2186; 295 -127 930
-372 3965 2132; 257 -123 958
-256 4008 2136; 275 -121 977
-218 3977 2089; 287 -121 981
-197 4054 2130; 300 -126 980
-221 4136 2152; 283 -125 969
-265 4101 2132; 208 -134 948
-177 3980 1998; 123 -149 928
-103 3780 1948; 113 -161 902
-104 3856 1950; 190 -185 884
-128 3840 2015; 246 -212 862
-137 3857 2003; 245 -237 841
-106 3874 2049; 203 -271 821
-135 3809 1877; 149 -308 800
-165 4019 1886; 135 -356 790
-43 4070 1790; 121 -409 777
-129 4353 1796; 92 -465 773
-170 4372 1861; 40 -532 785
-100 4073 1678; -81 -605 794
-10 3864 1643; -119 -689 828
11 3691 1543; -56 -778 884
12 3578 1502; 42 -872 963
104 3571 1492; 147 -975 1061
149 3526 1519; 211 -1073 1169
257 3391 1441; 212 -1182 1294
477 3177 1322; 205 -1300 1429
641 3116 1158; 278 -1411 1575
879 3025 1200; 385 -1529 1732
1069 2946 950; 477 -1647 1898
1348 2913 994; 613 -1765 2068
1555 3038 906; 757 -1873 2238
1759 3165 994; 841 -1981 2416
1924 3168 888; 847 -2082 2594
2176 3066 889; 834 -2171 2763
2455 2779 717; 841 -2254 2931
2698 2768 671; 879 -2334 3112
2935 2523 534; 974 -2400 3289
3187 2470 475; 1069 -2450 3464
3385 2411 471; 1161 -2498 3648
3674 2179 263; 1195 -2529 3813
3991 2211 170; 1259 -2556 3980
4251 2065 100; 1324 -2575 4130
4532 1686 26; 1348 -2577 4268
4678 1520 -35; 1414 -2584 4409
4776 1448 -161; 1526 -2579 4535
4890 1191 -342; 1599 -2553 4642
4925 1008 -365; 1674 -2533 4758
4987 908 -495; 1797 -2507 4856
5091 1053 -703; 1903 -2462 4940
5135 1130 -520; 1975 -2417 5016
5131 1193 -474; 1999 -2362 5070
5228 1510 -418; 1942 -2300 5095
5305 1810 -530; 1815 -2242 5094
5334 1955 -479; 1576 -2179 5057
5239 1433 -332; 1194 -2124 4974
5117 1071 -75; 972 -2077 4869
4924 1315 -7; 907 -2018 4749
4714 1420 -28; 743 -1944 4597
4491 1342 -67; 463 -1869 4413
4215 1003 -98; 226 -1782 4202
4048 1096 -210; 58 -1705 3973
3638 627 -563; -198 -1606 3714
3227 95 -631; -392 -1489 3439
2883 -164 -858; -446 -1383 3168
2692 -581 -1184; -510 -1256 2886
2398 -939 -1368; -563 -1104 2612
2211 -1092 -1403; -536 -953 2334
2063 -1067 -1444; -474 -799 2058
2083 -1161 -1507; -453 -634 1786
2169 -1293 -1589; -464 -471 1502
2191 -1296 -1625; -474 -311 1222
2297 -1313 -1829; -511 -161 945
2367 -1598 -2001; -584 -28 671
2506 -1830 -2169; -612 98 407
2651 -1878 -2293; -562 202 156
2739 -1938 -2465; -536 293 -82
2804 -2112 -2587; -537 372 -300
2962 -2090 -2748; -518 431 -508
2951 -2280 -2879; -520 486 -694
2956 -2357 -2851; -485 535 -857
3073 -2313 -2844; -398 559 -1004
3073 -2394 -2843; -359 594 -1133
3051 -2349 -2711; -311 622 -1236
3127 -2375 -2679; -246 639 -1331
3091 -2227 -2534; -169 666 -1404
3117 -2176 -2433; -110 687 -1467
3182 -2070 -2431; -65 696 -1525
3198 -1933 -2308; -12 714 -1565
3209 -1834 -2237; 22 728 -1603
3209 -1802 -2130; 44 732 -1635
3223 -1678 -2083; 78 737 -1651
3347 -1586 -2073; 104 739 -1669
3388 -1469 -1963; 132 739 -1679
3424 -1372 -1831; 150 740 -1680
3443 -1315 -1728; 156 737 -1681
3469 -1175 -1653; 180 730 -1673
3488 -1095 -1579; 199 723 -1663
3465 -1027 -1519; 193 707 -1653
3455 -990 -1498; 183 690 -1638
3471 -895 -1556; 167 666 -1624
3555 -790 -1637; 146 634 -1605
3583 -843 -1599; 108 598 -1577
3591 -849 -1540; 105 554 -1548
3700 -797 -1537; 130 504 -1514
3777 -688 -1578; 168 455 -1480
3788 -622 -1545; 187 400 -1439
3779 -628 -1505; 187 345 -1398
3743 -612 -1488; 186 289 -1353
3742 -596 -1384; 204 233 -1306
3721 -535 -1336; 244 179 -1255
3817 -360 -1270; 296 125 -1201
3880 -267 -1270; 317 73 -1154
3882 -140 -1182; 318 24 -1100
3868 -122 -1130; 298 -28 -1048
3803 -153 -1221; 249 -68 -1002
3730 -73 -1210; 236 -107 -946
3723 -117 -1234; 232 -148 -897
3732 -32 -1218; 250 -182 -849
3724 130 -1144; 309 -215 -798
3758 230 -1153; 325 -247 -756
3753 315 -1097; 309 -276 -716
3725 414 -1117; 277 -302 -682
3714 454 -1139; 230 -331 -656
3630 549 -1181; 183 -352 -633
3555 571 -1242; 136 -377 -612
3493 600 -1311; 106 -404 -595
3434 667 -1399; 93 -435 -584
3401 691 -1501; 84 -467 -578
3363 753 -1580; 86 -502 -576
3313 874 -1662; 77 -542 -579
3197 884 -1706; 49 -585 -589
3069 999 -1690; 26 -628 -602
2995 1193 -1652; 15 -670 -624
2844 1203 -1607; -29 -707 -646
2696 1116 -1541; -82 -739 -668
2688 1073 -1652; -120 -770 -699
2823 1075 -1849; -154 -801 -721
2987 928 -2067; -182 -830 -742
3086 921 -2133; -187 -859 -765
3161 949 -2132; -174 -892 -786
3188 963 -2047; -177 -926 -805
3168 917 -2050; -207 -956 -827
3202 833 -1990; -238 -984 -850
3173 793 -1983; -263 -1006 -871
3154 698 -1966; -298 -1026 -891
3281 721 -2067; -338 -1045 -908
3414 713 -2138; -376 -1065 -924
3488 665 -2200; -413 -1074 -936
3543 705 -2202; -415 -1089 -950
3584 741 -2284; -410 -1102 -959
3525 729 -2255; -394 -1104 -959
3438 639 -2288; -379 -1103 -962
3365 663 -2248; -361 -1100 -960
3289 741 -2203; -315 -1092 -948
3359 838 -2248; -293 -1078 -940
3514 961 -2355; -302 -1068 -934
3640 1073 -2493; -316 -1051 -924
3792 1112 -2589; -334 -1033 -915
3871 1014 -2673; -356 -1019 -908
3817 901 -2651; -328 -1002 -896
3759 923 -2596; -233 -985 -873
3666 890 -2582; -163 -961 -845
3582 798 -2556; -123 -936 -810
3602 815 -2628; -66 -913 -773
3729 1069 -2799; -5 -890 -733
3794 1292 -2920; 9 -865 -689
3831 1310 -2983; -31 -842 -649
3855 1297 -3056; -62 -822 -615
