-1741 -86 -3648; -8 -63 -65
-1490 -2643 -607; -1576 -2297 6020
-1550 -2325 -1642; -2542 -2241 5300
-2132 -2301 -2698; -3138 -2152 4457
-2984 -2147 -2447; -3869 -2090 3552
-3291 -2812 -3417; -5569 -2043 2588
-2980 -3727 -3612; -7022 -1933 1622
-2747 -4974 -3326; -7217 -1653 711
-2920 -5716 -2986; -6209 -1138 -82
-3511 -6586 -2646; -4645 -559 -726
-3506 -6830 -2712; -3121 56 -1219
-3488 -6562 -2836; -1758 659 -1601
-3383 -6454 -2795; -880 1228 -1930
-2745 -4785 -3627; -494 1768 -2160
-2275 -5931 -2397; -95 2231 -2399
-2307 -6276 -2088; -49 2651 -2604
-2157 -6027 -2207; 88 3088 -2688
-2052 -6326 -1680; 775 3450 -2786
-1910 -6059 -1321; 1429 3779 -2894
-1623 -5630 -1125; 1930 4094 -3005
-967 -5660 -1327; 2216 4345 -3165
-1565 -5265 -1821; 2430 4576 -3323
-937 -4920 -1882; 2923 4736 -3497
-497 -4582 -2264; 2958 4818 -3695
-836 -4451 -2619; 2760 4866 -3901
-672 -4461 -2594; 2451 4855 -4087
-364 -4203 -2458; 2162 4806 -4212
-296 -4176 -2366; 1984 4750 -4325
-632 -3906 -2116; 1990 4669 -4423
-505 -3582 -2078; 2128 4551 -4474
-62 -3795 -1919; 2105 4387 -4525
416 -3854 -2162; 1736 4214 -4559
660 -4047 -2612; 1332 4032 -4541
913 -4083 -3084; 1053 3827 -4474
812 -3996 -3350; 861 3596 -4382
242 -3882 -4245; 652 3355 -4280
-71 -3059 -4211; 562 3066 -4143
-59 -2426 -3668; 477 2727 -3986
-754 -2525 -4166; 278 2400 -3853
-871 -1969 -3390; 56 2038 -3668
-1274 -1579 -2964; -91 1649 -3451
-1746 -1652 -3345; -191 1286 -3255
-1925 -1325 -2522; -267 874 -3014
-2019 -936 -2254; -361 479 -2736
-2585 -1063 -2494; -371 110 -2461
-2707 -1289 -2275; -335 -305 -2165
-2574 -1417 -2440; -280 -693 -1814
-2740 -1674 -2817; -212 -1059 -1438
-2590 -1764 -2255; -306 -1469 -1062
-2534 -1816 -2340; -478 -1818 -663
-2739 -1602 -1849; -563 -2125 -239
-2768 -2090 -1700; -618 -2456 179
-2119 -2517 -1926; -684 -2744 597
-1671 -2897 -2238; -737 -3003 1029
-1360 -3138 -2309; -773 -3266 1455
-730 -3574 -2675; -745 -3511 1879
-263 -4146 -2659; -714 -3749 2301
-1 -4728 -2891; -558 -3975 2721
507 -5239 -2715; -269 -4181 3151
1053 -5961 -2873; 236 -4508 4018
1309 -6111 -2783; 344 -4621 4434
1525 -6255 -3049; 470 -4709 4823
1570 -6279 -3364; 623 -4782 5182
1656 -6132 -3899; 799 -4836 5516
1698 -6190 -4609; 1096 -4845 5821
1502 -6835 -4593; 1456 -4845 6081
1648 -6288 -4414; 1707 -4787 6335
1588 -5699 -3778; 1582 -4688 6484
505 -5224 -3185; 671 -4612 6476
-1072 -3678 -2956; -494 -4569 6400
-1641 -3020 -3223; -1319 -4593 6167
-784 -2520 -2951; -1676 -4659 5733
-847 -2381 -3471; -1367 -4569 5171
-1982 -1887 -3714; -746 -4350 4561
-2824 -1259 -2131; -497 -4179 3890
-3106 -966 -2413; -857 -3888 3114
-3499 -1748 -2166; -1341 -3496 2245
-2895 -2916 -2474; -2005 -3111 1355
-2479 -3511 -3384; -2181 -2615 528
-2541 -4367 -3648; -1666 -1994 -275
-2880 -5703 -3127; -846 -1366 -963
-2920 -6617 -2896; 156 -736 -1471
-2919 -9339 -2747; 3758 1374 -2553
-2679 -9491 -2509; 4111 1701 -2676
-2449 -9174 -2595; 4348 2005 -2722
-2522 -9105 -2265; 4426 2263 -2762
-2644 -9072 -1916; 4353 2495 -2798
-2931 -8657 -1214; 4088 2722 -2795
-2989 -8267 -1063; 3842 2947 -2808
-3019 -7417 -839; 3834 3152 -2821
-3177 -6276 -907; 3655 3325 -2854
-3249 -5304 -1069; 3007 3468 -2951
-3131 -4128 -1386; 1941 3569 -3062
-2380 -2967 -1705; 904 3641 -3172
-1935 -1902 -2184; 296 3680 -3309
-1527 -886 -2821; 254 3680 -3466
-1105 -206 -3429; 423 3604 -3671
-963 -41 -3744; 423 3472 -3932
-1062 140 -3864; 131 3313 -4192
-1306 112 -3513; -334 3116 -4455
-1428 68 -3040; -627 2911 -4687
-1368 331 -2627; -515 2739 -4843
-1207 13 -2126; -399 2556 -4999
-1116 -391 -1605; -384 2380 -5137
-1194 -357 -1344; -337 2248 -5188
-1577 -704 -1124; -300 2110 -5222
-2118 -1174 -1326; -227 1969 -5215
-2467 -1275 -1992; -23 1815 -5110
-1956 -1333 -2048; -65 1600 -4955
-1392 -2167 -2465; -558 1417 -4819
-1597 -2788 -2296; -1193 1258 -4604
-1911 -2722 -1808; -1550 1056 -4262
-2068 -3253 -1375; -1425 863 -3897
-2426 -3417 -1185; -1083 669 -3508
-3075 -3183 -753; -750 422 -3069
-3097 -3234 -678; -480 170 -2604
-3131 -3008 -749; -316 -94 -2118
-2974 -3087 -948; -154 -393 -1619
-2708 -2745 -1387; 110 -705 -1099
-2254 -2471 -2170; 232 -1030 -580
-1923 -2017 -2512; 42 -1388 -64
-1516 -1645 -2786; -257 -1744 461
-1156 -2000 -3059; -464 -2098 944
-718 -2618 -2828; -594 -2483 1412
-362 -3043 -3032; -668 -2835 1901
398 -3681 -3348; -773 -3150 2357
689 -4085 -3256; -789 -3475 2789
827 -4568 -3599; -704 -3758 3219
1225 -4893 -3835; -596 -4013 3640
1316 -5636 -3849; -429 -4263 4035
1305 -5934 -3971; -169 -4449 4427
1575 -6623 -3738; 178 -4585 4808
1871 -6704 -3337; 378 -4695 5181
1912 -6714 -3242; 570 -4728 5531
1841 -6783 -3066; 761 -4704 5840
1206 -6719 -2605; 716 -4672 6094
42 -6476 -3055; 538 -4582 6265
-747 -6243 -2487; 514 -4501 6357
-721 -5417 -1942; 379 -4409 6408
-1286 -4241 -1795; 192 -4268 6391
-1600 -3737 -1762; -71 -4169 6209
-1574 -3057 -2301; -589 -4092 5885
-2101 -2173 -3043; -937 -3972 5454
-2919 -1398 -3080; -1237 -3908 4902
-2760 -458 -2040; -1891 -3883 4248
-2689 -10 -2106; -2606 -3776 3477
-3072 -1340 -1683; -2826 -3600 2606
-2825 -2540 -1793; -2639 -3307 1784
-2730 -3580 -2284; -1950 -2865 1041
-3181 -4577 -2466; -982 -2338 343
-3568 -5317 -2207; -158 -1799 -205
-3026 -6082 -2361; 462 -1233 -647
-2816 -7075 -2228; 1121 -664 -1041
-2653 -7414 -2346; 1862 -99 -1312
-2737 -7574 -2508; 2512 430 -1500
-2569 -7398 -2587; 2890 859 -1690
-2775 -7034 -2737; 2899 1225 -1841
-2594 -6443 -2805; 2587 1551 -1935
-2355 -6029 -2653; 2047 1825 -2033
-2183 -5635 -2554; 1298 2071 -2133
-2047 -5180 -2592; 544 2319 -2202
-2143 -4834 -2408; 106 2564 -2268
-2527 -4483 -2298; 10 2792 -2348
-2372 -4041 -2236; 185 3008 -2437
-2406 -3596 -2259; 544 3188 -2560
-2468 -3206 -2468; 904 3337 -2731
-2248 -2904 -2756; 1058 3444 -2926
-2078 -2618 -2980; 932 3493 -3131
-1778 -2640 -3057; 642 3502 -3338
-1614 -2593 -3076; 372 3501 -3518
-1406 -2740 -3009; 242 3490 -3678
-1368 -2860 -2870; 190 3446 -3817
-1225 -2840 -2970; 184 3390 -3914
-1174 -3075 -2943; 265 3319 -3995
-1016 -3317 -2812; 394 3223 -4060
-1128 -3403 -2823; 455 3116 -4084
-772 -3582 -2661; 458 2997 -4092
-712 -3808 -2483; 415 2864 -4077
-433 -3810 -2517; 314 2736 -4024
-388 -4116 -2571; 203 2612 -3951
-413 -4306 -2481; 158 2476 -3851
-230 -4120 -2441; 150 2334 -3711
219 -3983 -2290; 134 2192 -3562
298 -4133 -2295; 148 2058 -3425
242 -4240 -2395; 171 1928 -3271
227 -4188 -2255; 233 1782 -3089
209 -4073 -2133; 291 1631 -2904
40 -3996 -1935; 347 1487 -2718
-91 -3709 -1878; 361 1341 -2522
-120 -3723 -1809; 320 1197 -2329
-157 -3634 -1846; 262 1058 -2136
-53 -3485 -1676; 250 922 -1935
62 -3447 -1504; 283 787 -1737
143 -3375 -1494; 334 663 -1546
101 -3219 -1464; 415 540 -1352
306 -3128 -1350; 485 421 -1161
224 -2852 -1246; 521 309 -978
167 -2631 -1098; 502 204 -803
342 -2513 -922; 467 110 -639
231 -2319 -839; 459 27 -480
210 -2214 -789; 483 -47 -330
315 -2213 -798; 539 -114 -191
436 -2139 -792; 610 -171 -51
472 -2040 -812; 660 -225 80
612 -2006 -808; 680 -277 201
712 -1927 -829; 668 -327 322
880 -1892 -833; 643 -372 434
876 -1821 -952; 595 -414 537
1039 -1871 -1007; 503 -455 637
1019 -2009 -1132; 360 -498 730
1055 -2168 -1151; 204 -544 821
1298 -2290 -1188; 82 -588 911
1245 -2395 -1190; 1 -632 997
1333 -2584 -1255; -38 -674 1081
1640 -2865 -1322; -39 -715 1165
1685 -3125 -1435; 2 -752 1247
1681 -3277 -1486; 114 -788 1331
1793 -3397 -1361; 222 -821 1414
1753 -3257 -1286; 232 -851 1496
1704 -3307 -1139; 175 -873 1570
1632 -3319 -1189; 102 -892 1638
1657 -3641 -1207; 43 -912 1697
1683 -3779 -1459; -8 -932 1751
1749 -3799 -1459; -78 -955 1805
1763 -3813 -1348; -162 -973 1851
1638 -3817 -1300; -252 -987 1889
1475 -3747 -1278; -310 -1001 1917
1509 -3840 -1366; -243 -1006 1940
1320 -3947 -1380; -110 -1006 1957
1283 -4218 -1459; -26 -1003 1964
1477 -4210 -1471; -49 -989 1965
1246 -3940 -1441; -124 -975 1958
1001 -3848 -1411; -139 -961 1937
906 -3959 -1511; -128 -941 1908
644 -4037 -1567; -189 -918 1870
538 -4242 -1556; -290 -898 1818
548 -4211 -1574; -372 -874 1765
613 -4274 -1547; -333 -844 1709
473 -4299 -1507; -188 -807 1644
299 -4229 -1572; -33 -768 1580
342 -4159 -1613; 102 -723 1510
44 -4142 -1612; 171 -673 1429
-71 -3949 -1686; 165 -633 1348
-8 -3967 -1763; 100 -596 1264
-82 -3837 -1891; 31 -559 1170
-165 -3935 -1790; 4 -522 1079
-90 -3938 -1731; -11 -487 992
-156 -4089 -1729; -54 -456 905
-335 -4052 -1764; -84 -420 818
-278 -4060 -1713; -111 -387 739
-346 -3990 -1714; -142 -359 662
-460 -3981 -1688; -143 -329 592
-539 -3960 -1722; -119 -296 521
-561 -4139 -1616; -70 -265 448
-627 -3880 -1731; -4 -235 385
-537 -3812 -1814; 46 -209 326
-449 -3821 -1841; 50 -188 265
-540 -3926 -1822; 33 -168 207
-638 -3961 -1804; -1 -151 159
-451 -4075 -1786; -61 -139 113
-629 -4020 -1768; -111 -127 71
-740 -4004 -1760; -144 -114 35
-543 -3948 -1760; -150 -102 0
-582 -3880 -1739; -122 -95 -25
-608 -3875 -1785; -91 -83 -51
-533 -3936 -1767; -78 -73 -78
-541 -3882 -1731; -82 -67 -100
-668 -3789 -1768; -67 -61 -118
-504 -3757 -1769; -46 -56 -133
-506 -3810 -1787; -59 -55 -148
-635 -3776 -1825; -100 -54 -161
-734 -3734 -1806; -101 -57 -170
-625 -3721 -1854; -75 -63 -174
-713 -3764 -1816; -55 -69 -179
-754 -3706 -1823; -57 -75 -183
-612 -3729 -1831; -48 -82 -182
-644 -3616 -1767; -26 -91 -180
-754 -3661 -1737; -16 -96 -177
-630 -3715 -1637; -14 -102 -174
-756 -3688 -1653; -54 -111 -168
-864 -3585 -1666; -125 -115 -164
-810 -3597 -1704; -140 -120 -155
-703 -3551 -1756; -91 -126 -143
-846 -3644 -1755; -16 -133 -132
-810 -3581 -1815; 20 -140 -122
-749 -3609 -1775; 8 -151 -113
-939 -3590 -1789; -3 -158 -104
-886 -3612 -1754; 24 -171 -94
-787 -3466 -1768; 44 -179 -82
-688 -3542 -1697; 34 -185 -72
-926 -3486 -1657; 23 -194 -61
-908 -3513 -1684; 21 -198 -52
-986 -3492 -1659; 0 -200 -43
-1062 -3444 -1659; -40 -205 -34
-797 -3393 -1669; -70 -209 -27
-868 -3481 -1671; -78 -210 -21
-885 -3498 -1698; -74 -208 -14
-793 -3546 -1705; -75 -211 -7
-793 -3565 -1739; -61 -213 1
-931 -3498 -1735; -50 -212 8
-876 -3430 -1758; -58 -211 14
-909 -3445 -1700; -66 -212 21
-1046 -3366 -1673; -73 -210 26
-1140 -3400 -1695; -80 -205 27
-937 -3401 -1685; -70 -198 32
-937 -3445 -1668; -52 -193 35
-896 -3476 -1727; -38 -189 37
-835 -3482 -1735; -32 -182 40
-837 -3488 -1743; -17 -180 46
-952 -3500 -1811; 4 -176 50
-777 -3468 -1810; 24 -176 54
-889 -3493 -1820; 28 -174 58
-1032 -3349 -1836; 14 -172 62
-871 -3436 -1793; -5 -172 63
-883 -3410 -1842; -23 -171 67
-822 -3427 -1783; -25 -171 70
-936 -3365 -1799; -15 -169 73
-866 -3600 -1790; -23 -168 77
-908 -3503 -1865; -44 -168 81
-839 -3459 -1904; -33 -168 87
-827 -3459 -1867; -12 -169 93
-902 -3495 -1865; -21 -173 98
-1013 -3524 -1821; -51 -173 102
-936 -3557 -1791; -65 -175 107
-997 -3510 -1780; -53 -173 112
-1117 -3490 -1845; -38 -169 115
-1004 -3393 -1788; -25 -164 116
-968 -3429 -1739; -1 -159 117
-980 -3319 -1766; 5 -155 117
-847 -3345 -1766; -11 -148 113
-911 -3440 -1780; -27 -141 110
-1018 -3526 -1783; -41 -137 110
-929 -3531 -1828; -46 -134 109
-944 -3524 -1868; -41 -129 108
-1011 -3527 -1814; -17 -125 111
-1025 -3489 -1829; 18 -122 112
-898 -3463 -1845; 33 -120 110
-1037 -3423 -1824; 35 -116 108
-1074 -3443 -1820; 31 -112 104
-932 -3550 -1843; 18 -108 101
-1106 -3514 -1854; 6 -105 98
-1150 -3448 -1881; 14 -102 95
-1079 -3450 -1839; 51 -102 92
-1095 -3432 -1870; 85 -98 88
-1225 -3391 -1877; 80 -96 83
-1041 -3355 -1875; 44 -91 75
-1119 -3366 -1800; 20 -91 70
-1154 -3321 -1759; 5 -89 63
-1127 -3350 -1752; -15 -83 55
-1061 -3338 -1782; -31 -79 49
-1131 -3383 -1866; -41 -77 42
-1085 -3349 -1927; -38 -75 37
-1046 -3386 -1933; -19 -78 34
-1131 -3379 -1906; 4 -76 29
-1204 -3415 -1870; 0 -78 26
-1147 -3401 -1858; -26 -80 22
-1285 -3401 -1814; -59 -82 18
-1348 -3321 -1848; -71 -80 16
-1169 -3398 -1793; -40 -78 15
-1217 -3388 -1786; 10 -77 12
-1278 -3331 -1864; 45 -76 10
-1196 -3304 -1861; 59 -77 8
-1198 -3294 -1907; 46 -78 5
-1267 -3221 -1949; 11 -82 1
-1231 -3289 -1941; -12 -87 0
-1182 -3351 -1954; -13 -94 1
-1183 -3391 -1968; -2 -96 -1
-1210 -3344 -1976; -3 -104 -2
-1129 -3375 -1967; -18 -110 -1
-1217 -3368 -1930; -33 -115 2
-1270 -3374 -1925; -48 -118 2
-1115 -3426 -1908; -41 -122 4
-1180 -3352 -1931; -13 -122 5
-1239 -3355 -1908; 13 -122 6
-1163 -3337 -1906; 28 -124 8
-1225 -3353 -1899; 20 -122 7
-1254 -3315 -1899; -2 -123 6
-1116 -3302 -1886; -28 -124 2
-1140 -3295 -1916; -37 -124 -1
-1193 -3303 -1910; -32 -123 -4
-1162 -3275 -1987; -26 -122 -7
-1155 -3375 -1951; -22 -123 -11
-1235 -3415 -1967; -26 -123 -12
-1260 -3389 -1946; -35 -124 -13
-1152 -3358 -1969; -35 -122 -15
-1214 -3344 -1928; -16 -123 -14
-1283 -3275 -1953; -4 -122 -18
-1222 -3327 -1904; -7 -119 -21
-1235 -3293 -1901; -19 -117 -24
-1369 -3355 -1887; -29 -112 -31
-1194 -3297 -1925; -24 -108 -35
-1223 -3258 -1980; -30 -105 -41
-1378 -3160 -1927; -58 -100 -49
-1341 -3170 -1935; -109 -95 -57
-1312 -3170 -1861; -194 -89 -69
-1328 -3157 -1775; -307 -82 -78
-1270 -3097 -1792; -466 -72 -93
-1207 -3068 -1930; -667 -62 -106
-1175 -2883 -2077; -891 -52 -117
-1238 -2893 -2082; -1070 -43 -132
-1115 -2950 -1913; -1220 -33 -155
-357 -3341 -1250; -1303 -15 -165
-631 -2613 -1394; -1674 8 -163
-905 -2731 -1843; -2310 36 -184
-1287 -2785 -2249; -2664 58 -196
-1607 -2928 -2627; -2868 70 -178
-1647 -3317 -3237; -3041 77 -182
-1761 -2832 -3615; -3116 69 -163
-1787 -2086 -3837; -2946 46 -129
-1523 -2036 -3787; -2523 23 -128
-1430 -2097 -3563; -2047 -1 -131
-1239 -2354 -3247; -1727 -25 -121
-1093 -2719 -2912; -1520 -37 -120
-971 -2664 -2685; -1372 -43 -111
-1053 -2457 -2669; -1352 -42 -88
-1121 -2342 -2978; -1431 -36 -76
-1384 -2234 -3400; -1549 -39 -71
-1674 -1926 -3763; -1631 -49 -60
-1798 -1641 -3997; -1592 -60 -57
-1422 -1643 -3880; -1339 -81 -58
-1143 -1612 -3563; -1000 -88 -64
-837 -1569 -3062; -807 -86 -68
-525 -2183 -2814; -646 -95 -70
-589 -2289 -2847; -753 -100 -74
-1093 -1927 -3519; -1072 -80 -61
-1382 -1729 -3705; -1105 -83 -50
-1397 -1688 -3654; -907 -108 -58
-1272 -1346 -3706; -814 -114 -51
-1425 -1138 -3666; -945 -129 -53
-1844 -1250 -4042; -1041 -155 -76
-1603 -1145 -4131; -899 -181 -85
-1196 -768 -4050; -496 -203 -93
-1379 -696 -4041; -117 -215 -112
-1784 -1102 -3863; 168 -231 -137
-1378 -1734 -3320; 510 -250 -151
-480 -1958 -2780; 736 -245 -139
-1050 -1923 -2907; 421 -235 -131
-1179 -1615 -3331; -170 -228 -122
-1492 -1451 -3620; -531 -224 -113
-1336 -1479 -3694; -557 -224 -108
-1083 -1792 -3585; -275 -224 -97
-1149 -1830 -3555; 74 -222 -79
-1244 -1751 -3513; 309 -214 -57
-1338 -1599 -3432; 357 -218 -38
-1421 -1353 -3607; 102 -221 -20
-1466 -1467 -3702; -189 -221 -8
-1290 -1572 -3715; -352 -233 0
-1208 -1679 -3574; -373 -234 15
-1344 -1590 -3573; -289 -227 31
-1473 -1561 -3516; -191 -224 42
-1298 -1361 -3561; -134 -220 50
-1415 -1379 -3601; -62 -210 55
-1454 -1366 -3554; 41 -204 57
-1312 -1404 -3500; 93 -203 59
-1421 -1317 -3564; 18 -193 63
-1353 -1374 -3611; -114 -187 61
-1292 -1326 -3640; -198 -188 59
-1496 -1433 -3776; -195 -186 61
-1473 -1440 -3792; -72 -177 63
-1245 -1647 -3572; 147 -172 65
-1338 -1509 -3532; 315 -166 76
-1303 -1430 -3455; 362 -155 83
-1381 -1322 -3443; 293 -143 83
-1391 -1252 -3432; 155 -133 83
-1560 -1112 -3571; -9 -120 79
-1418 -1231 -3589; -82 -110 66
-1327 -1274 -3624; -16 -100 64
-1290 -1368 -3579; 121 -88 63
-1367 -1451 -3601; 226 -83 59
-1248 -1499 -3572; 253 -77 58
-1427 -1496 -3621; 216 -71 59
-1485 -1415 -3581; 151 -71 58
-1344 -1371 -3549; 122 -72 58
-1457 -1284 -3579; 132 -66 57
-1445 -1305 -3572; 132 -62 53
-1399 -1304 -3558; 103 -62 48
-1384 -1358 -3589; 90 -56 43
-1500 -1364 -3589; 112 -52 40
-1445 -1368 -3570; 123 -48 37
-1404 -1395 -3577; 136 -44 34
-1396 -1404 -3497; 162 -40 33
-1414 -1379 -3533; 139 -36 32
-1393 -1433 -3488; 123 -31 30
-1504 -1384 -3538; 135 -25 29
-1507 -1349 -3545; 158 -24 30
-1360 -1347 -3588; 156 -24 27
-1441 -1281 -3608; 90 -16 23
-1446 -1314 -3627; 26 -19 18
-1335 -1454 -3594; 2 -23 14
-1404 -1483 -3590; 23 -25 12
-1511 -1548 -3525; 97 -25 9
-1359 -1399 -3535; 185 -27 10
-1410 -1358 -3511; 214 -26 10
-1511 -1307 -3524; 155 -26 5
-1512 -1376 -3523; 81 -23 2
-1478 -1431 -3511; 62 -27 -1
-1511 -1454 -3512; 88 -27 -4
-1478 -1437 -3503; 105 -26 -4
-1382 -1408 -3540; 81 -26 -6
-1416 -1346 -3584; 51 -27 -9
-1515 -1326 -3565; 63 -25 -11
-1411 -1370 -3491; 109 -26 -17
-1479 -1374 -3476; 122 -24 -19
-1602 -1368 -3425; 103 -19 -23
-1493 -1400 -3468; 83 -16 -27
-1493 -1403 -3431; 99 -14 -29
-1479 -1483 -3467; 105 -10 -28
-1409 -1502 -3486; 71 -9 -30
-1432 -1489 -3504; 62 -7 -30
-1530 -1405 -3473; 96 -7 -27
-1418 -1395 -3466; 119 -9 -27
-1465 -1383 -3441; 97 -11 -29
-1488 -1377 -3439; 53 -11 -31
-1620 -1391 -3486; 4 -13 -32
-1428 -1398 -3573; -19 -18 -34
-1479 -1421 -3558; 17 -23 -35
-1432 -1450 -3574; 63 -27 -35
-1397 -1436 -3574; 92 -34 -35
-1449 -1424 -3583; 101 -41 -34
-1521 -1420 -3536; 111 -49 -31
-1376 -1441 -3518; 92 -55 -31
-1439 -1387 -3498; 49 -60 -30
-1489 -1349 -3503; -9 -65 -29
-1406 -1436 -3480; -56 -68 -30
-1465 -1425 -3484; -47 -69 -30
-1586 -1363 -3487; 38 -68 -26
-1479 -1406 -3433; 122 -66 -23
-1426 -1380 -3433; 127 -64 -25
-1488 -1355 -3464; 100 -60 -24
-1474 -1332 -3440; 96 -59 -23
-1389 -1362 -3450; 95 -59 -24
-1452 -1432 -3391; 62 -57 -26
-1502 -1346 -3476; 6 -55 -25
-1473 -1436 -3529; -18 -54 -26
-1470 -1458 -3544; -10 -58 -24
-1503 -1526 -3540; 14 -60 -19
-1439 -1559 -3543; 47 -61 -15
-1493 -1475 -3561; 78 -67 -10
-1506 -1413 -3581; 91 -71 -7
-1395 -1553 -3502; 79 -74 -2
-1481 -1294 -3571; -27 -79 4
-1533 -1376 -3565; -31 -85 -3
-1442 -1327 -3549; 37 -84 -1
-1615 -1330 -3530; 68 -87 0
-1549 -1385 -3603; 90 -89 -4
-1511 -1370 -3646; 117 -90 1
-1491 -1423 -3573; 169 -98 6
-1511 -1500 -3602; 142 -100 5
-1448 -1529 -3540; 54 -104 11
-1429 -1536 -3471; 48 -110 13
-1364 -1455 -3380; 89 -104 14
-1461 -1313 -3368; 85 -101 19
-1462 -1299 -3383; 72 -91 17
-1423 -1307 -3315; 110 -76 15
-1440 -1334 -3280; 150 -59 11
-1408 -1252 -3341; 120 -41 10
-1397 -1421 -3326; 88 -20 3
-1357 -1367 -3389; 63 -8 2
-1340 -1403 -3443; -1 0 3
-1417 -1411 -3583; -108 10 3
-1549 -1466 -3645; -184 9 6
-1621 -1454 -3706; -214 5 8
-1661 -1402 -3724; -191 -3 13
-1626 -1481 -3580; -134 -9 20
-1588 -1327 -3586; -24 -18 23
-1498 -1374 -3506; 147 -19 30
-1384 -1308 -3675; 319 -27 38
-1567 -1021 -3811; 430 -35 42
-1474 -1218 -3458; 647 -37 48
-1511 -1742 -3335; 713 -53 47
-1510 -1819 -3429; 267 -74 51
-1406 -1294 -3790; -286 -94 74
-1463 -1211 -3990; -380 -126 79
-1472 -1393 -3851; -33 -151 77
-1433 -1388 -3741; 383 -171 91
-1441 -1588 -3494; 626 -198 97
-1321 -1627 -3387; 680 -223 102
-1366 -1483 -3339; 612 -237 119
-1376 -1504 -3190; 487 -254 123
-1388 -1372 -3252; 272 -272 127
-1541 -1339 -3412; 14 -284 132
-1744 -1342 -3591; -107 -297 131
-1913 -1302 -3638; 24 -313 134
-1835 -1386 -3516; 318 -319 140
-1729 -1448 -3281; 606 -324 141
-1533 -1551 -3103; 679 -327 145
-1411 -1508 -3090; 455 -327 148
-1482 -1523 -3161; 126 -333 149
-1680 -1593 -3306; -52 -334 152
-1779 -1499 -3463; 63 -330 155
-1906 -1727 -3215; 309 -323 155
-1786 -1716 -3138; 411 -313 158
-1761 -1499 -3131; 355 -303 161
-1791 -1534 -3165; 301 -296 160
-1819 -1417 -3238; 313 -281 156
-1890 -1511 -3306; 344 -268 150
-1918 -1455 -3316; 377 -257 142
-1949 -1526 -3324; 429 -247 136
-1975 -1619 -3216; 475 -238 129
-1929 -1552 -3237; 506 -227 122
-1912 -1503 -3263; 575 -219 118
-1954 -1600 -3242; 734 -211 112
-2003 -1615 -3230; 956 -200 106
-1997 -1696 -3157; 1190 -191 104
-1939 -1765 -3038; 1384 -186 100
-1804 -1830 -2957; 1477 -179 96
-1657 -1821 -2933; 1376 -176 94
-1652 -1825 -3043; 1062 -180 92
-1797 -1815 -3227; 721 -189 87
-2040 -1834 -3383; 568 -199 81
-2181 -1990 -3336; 726 -210 77
-2091 -2211 -3042; 1116 -218 78
-1803 -2361 -2750; 1442 -218 83
-1555 -2334 -2668; 1479 -215 88
-1581 -2225 -2715; 1252 -221 97
-1898 -2143 -2933; 872 -226 101
-2151 -2169 -3031; 606 -230 99
-2188 -2195 -2916; 609 -234 100
-2077 -2263 -2788; 706 -234 104
-1955 -2296 -2684; 750 -238 107
-1830 -2282 -2661; 741 -241 115
-1753 -2241 -2712; 771 -240 118
-1881 -1992 -2799; 877 -234 124
-2008 -1710 -2868; 1132 -237 132
-2125 -1602 -2973; 1623 -233 128
-2125 -2335 -2382; 2263 -229 127
-2053 -2806 -2263; 2399 -224 145
-1964 -2950 -2283; 1923 -235 162
-1989 -2627 -2527; 1355 -242 187
-2018 -2307 -2583; 1100 -243 219
-2065 -2391 -2486; 1103 -256 238
-2158 -2402 -2308; 1130 -261 255
-2168 -2480 -2197; 1190 -254 275
-2140 -2424 -2128; 1190 -253 293
-2177 -2414 -2144; 1106 -251 311
-2131 -2456 -2205; 1112 -240 326
-2109 -2213 -2055; 1142 -229 339
-2199 -2105 -1748; 1055 -225 351
-2227 -2133 -1547; 736 -212 349
-2198 -2121 -1718; 236 -198 346
-2155 -2164 -1898; -189 -189 343
-2141 -2142 -2006; -361 -179 340
