-2322 3811 2639; 1935 -3221 184
163 1775 -3508; 254 13 -75
70 1978 -3336; 195 28 -32
-25 1785 -3202; 222 51 -17
-49 1599 -3061; 175 60 -4
-58 1675 -3007; 138 68 26
-71 1705 -2948; 181 81 53
-139 1684 -2893; 180 90 73
-232 1643 -2863; 132 97 96
-266 1713 -2939; 103 108 120
-168 1992 -3044; 80 119 146
441 3677 -2556; 16 97 112
-792 1803 -3861; -392 151 -95
-415 2712 -3657; -877 125 -44
-350 2648 -3981; -605 133 -56
-352 2464 -4089; 114 113 -140
-848 2625 -3810; 280 56 -207
-708 2074 -3097; -128 59 -267
-73 2055 -3738; 186 114 -245
-79 3047 -3261; 283 2 -238
391 2510 -3396; -300 -72 -244
647 2095 -3614; -115 15 -207
106 1158 -2262; 611 72 -158
-34 2109 -3246; 445 12 -111
147 2066 -3438; -12 2 -82
387 1841 -3871; -63 45 -56
247 2081 -3523; 35 43 -6
41 2166 -3241; 117 43 35
-28 1950 -3394; 141 72 53
-29 1985 -3319; 111 78 78
-96 2294 -3380; 95 74 109
-186 2322 -3619; 116 80 118
-186 2197 -3691; 90 69 110
-188 2338 -3738; 57 50 110
-224 3644 -3813; 76 35 109
-33 2300 -3941; -6 3 48
-165 3250 -4662; -75 -53 11
123 2776 -4088; 49 -135 0
143 2025 -3226; 43 -164 -88
5 2329 -3598; 73 -137 -75
-286 2406 -3395; 57 -179 -112
-156 1784 -3328; -64 -227 -167
183 2210 -3618; -77 -201 -144
131 2010 -3363; 60 -212 -139
528 1059 -2947; 127 -182 -148
293 2399 -3519; -10 -135 -135
146 2279 -3250; -127 -127 -126
44 2040 -3193; -74 -112 -120
27 2254 -3445; -31 -58 -83
-59 2050 -3164; 105 -40 -55
-164 2053 -3223; 148 -20 -31
-137 2172 -3372; 74 8 -4
-155 2189 -3474; 62 18 14
-147 2266 -3521; 84 22 25
-125 2472 -3647; 126 24 41
-97 2385 -3739; 124 16 39
-101 2285 -3733; 135 8 31
-94 2299 -3731; 168 -2 32
-81 1904 -3589; 175 -12 24
-68 1802 -3625; 157 -24 24
35 2914 -2714; 60 -41 30
335 1469 -4650; 24 -24 -40
202 2252 -3752; 44 -95 9
-243 2726 -3160; -25 -102 -6
194 1872 -3590; 50 -55 -84
-14 2010 -3444; -49 -80 -109
11 2405 -3261; -127 -106 -115
-228 1946 -3518; 38 -94 -136
35 1791 -3350; 18 -93 -155
381 1843 -2690; 51 -87 -161
328 2099 -3509; 171 -66 -156
344 2009 -3238; 86 -78 -141
214 2130 -3506; -94 -67 -128
100 2101 -3612; -111 -36 -91
-81 2135 -3435; -87 -32 -58
-175 2244 -3468; -35 -15 -30
-191 2132 -3490; 107 6 -5
-187 2288 -3453; 90 10 15
-85 2289 -3463; 67 10 22
-47 2252 -3582; 118 17 25
-36 2278 -3561; 141 11 25
52 2373 -3567; 155 -1 22
105 2350 -3639; 148 -9 11
125 2292 -3599; 129 -19 -4
93 2299 -3578; 92 -31 -15
104 1544 -3903; 57 -38 -40
-75 1848 -4266; -37 -27 -84
-22 2470 -3166; -88 -66 -46
-25 2489 -3247; -56 -75 -45
-39 2733 -3805; -109 -58 -88
-164 2586 -3846; -210 -94 -106
-50 1953 -3492; -17 -96 -124
74 2137 -2873; 74 -77 -109
315 1706 -2403; 137 -82 -114
438 1935 -3665; 119 -67 -130
350 2152 -3480; 38 -62 -124
107 2058 -3161; -31 -60 -96
1 2277 -3210; -92 -50 -77
-22 2021 -3517; -112 -37 -80
-103 2176 -3621; -89 -39 -46
-129 2337 -3437; 3 -27 -26
-57 2307 -3414; 66 -21 -22
-21 2326 -3422; 13 -20 -17
13 2260 -3464; 44 -17 -8
1 2192 -3479; 72 -20 -9
75 2253 -3503; 89 -26 -8
168 2346 -3556; 91 -35 -10
185 2338 -3511; 71 -46 -21
171 2389 -3513; 60 -54 -27
198 2739 -4102; 37 -63 -39
61 1970 -2298; 14 -82 -94
-228 1382 -3637; -117 -29 -132
-505 3026 -3287; -166 -7 -108
-654 3218 -3426; -220 -88 -87
-101 3286 -4318; -183 -32 -194
375 2370 -3973; -253 -46 -271
34 2137 -2858; -174 -86 -233
-116 1760 -3235; 25 -57 -179
381 1326 -2381; -13 -55 -220
993 2027 -3373; -41 12 -270
390 2265 -3608; 101 20 -202
233 1738 -3408; -120 -28 -191
187 2092 -3547; -304 -16 -146
88 2058 -3339; -213 -11 -97
-33 2194 -3223; -93 -6 -64
-120 2317 -3355; -66 3 -29
-496 2561 -3539; -20 11 -13
-133 1802 -3392; 63 -13 23
-15 2227 -3478; 59 -14 20
33 2536 -3519; 75 -27 42
-17 2362 -3479; 183 -45 34
60 1899 -3058; 251 -45 15
199 1771 -3334; 220 -78 78
199 2310 -3528; 177 -73 15
159 2423 -3363; 195 -77 18
143 2234 -3290; 199 -87 -8
123 2371 -3454; 141 -79 -12
44 2267 -3391; 98 -78 -29
16 2263 -3387; 85 -75 -40
95 2591 -3616; 64 -72 -42
-3 2113 -3614; 33 -72 -40
68 2272 -3361; -9 -59 -62
149 2355 -3474; -40 -43 -75
262 2294 -3227; -38 -56 -68
-22 2227 -3477; -74 -34 -96
-110 2577 -3494; -135 -42 -91
75 2200 -3533; -55 -47 -96
142 2294 -3431; 20 -51 -92
173 2330 -3306; 47 -65 -77
134 2219 -3363; 70 -70 -70
79 2252 -3430; 65 -78 -56
116 2296 -3438; 64 -88 -39
152 2319 -3448; 79 -96 -25
166 2363 -3427; 92 -100 -11
152 2320 -3425; 94 -105 0
142 2303 -3377; 79 -108 9
108 2268 -3359; 48 -107 19
69 2231 -3362; 1 -104 23
35 2267 -3338; -48 -102 26
28 2317 -3314; -69 -98 28
42 2365 -3363; -56 -90 26
23 2446 -3334; -54 -82 21
-13 2470 -3297; -51 -75 12
-29 2490 -3299; -44 -69 1
1 2498 -3323; -26 -61 -12
42 2491 -3349; 12 -55 -25
43 2449 -3356; 40 -53 -41
9 2484 -3373; 60 -49 -56
8 2517 -3389; 80 -47 -69
20 2532 -3385; 100 -47 -85
2 2527 -3408; 121 -48 -100
3 2503 -3449; 135 -48 -114
-14 2457 -3401; 142 -47 -125
-56 2423 -3382; 145 -48 -135
-62 2371 -3402; 145 -47 -142
-53 2349 -3407; 131 -45 -146
-60 2358 -3405; 102 -46 -148
-52 2311 -3391; 76 -46 -150
-73 2287 -3405; 63 -47 -151
-58 2366 -3425; 56 -46 -147
-37 2409 -3473; 51 -45 -145
-37 2441 -3461; 38 -47 -143
-12 2441 -3458; 20 -48 -143
-9 2417 -3418; -6 -51 -142
-9 2389 -3384; -35 -51 -144
-39 2395 -3365; -46 -51 -144
-44 2452 -3362; -43 -52 -145
-15 2460 -3365; -42 -51 -147
-11 2436 -3330; -23 -52 -152
-3 2458 -3301; 10 -52 -155
7 2437 -3315; 54 -51 -159
19 2458 -3307; 93 -52 -161
20 2447 -3367; 127 -53 -162
55 2407 -3414; 158 -55 -162
69 2353 -3403; 188 -59 -162
89 2299 -3422; 215 -64 -159
70 2229 -3437; 242 -68 -155
48 2245 -3496; 254 -72 -145
61 2294 -3562; 269 -77 -137
68 2294 -3550; 288 -81 -129
68 2251 -3507; 298 -85 -122
38 2158 -3393; 307 -88 -110
41 2069 -3353; 312 -85 -98
59 2048 -3342; 314 -78 -84
61 2075 -3370; 317 -73 -66
79 2126 -3369; 321 -62 -50
107 2110 -3333; 327 -53 -35
150 2086 -3301; 325 -44 -21
150 2051 -3283; 319 -33 -9
137 2089 -3342; 314 -21 4
135 2148 -3407; 296 -12 14
131 2235 -3462; 264 -8 21
106 2240 -3546; 240 -5 23
79 2280 -3527; 229 -5 24
97 2273 -3541; 174 -10 23
79 2252 -3563; 150 -19 17
71 2337 -3558; 165 -26 18
66 2356 -3520; 188 -34 13
75 2347 -3503; 191 -46 5
35 2334 -3524; 190 -55 -2
-20 2250 -3590; 177 -61 -8
-33 2163 -3646; 131 -68 -16
-46 2115 -3662; 76 -77 -21
-46 2017 -3648; 34 -86 -24
-23 2050 -3617; 16 -90 -25
38 2136 -3568; 16 -95 -22
55 2211 -3507; 2 -97 -25
54 2192 -3500; -35 -99 -31
58 2163 -3492; -50 -98 -37
27 2115 -3498; -54 -98 -40
-49 2065 -3470; -78 -97 -45
-82 2032 -3472; -122 -96 -47
-90 2109 -3498; -171 -96 -47
-44 2189 -3475; -189 -96 -50
17 2236 -3467; -147 -95 -53
38 2239 -3485; -65 -92 -56
65 2193 -3538; -4 -87 -60
94 2129 -3496; 11 -88 -62
97 2098 -3452; -29 -89 -66
50 2108 -3468; -90 -88 -69
8 2187 -3512; -131 -88 -69
-18 2285 -3584; -167 -91 -70
7 2368 -3583; -205 -93 -74
37 2399 -3535; -235 -99 -79
42 2386 -3477; -240 -104 -85
17 2385 -3488; -229 -106 -91
9 2407 -3549; -209 -110 -95
7 2382 -3583; -174 -113 -100
-19 2354 -3559; -112 -120 -104
-27 2308 -3563; -35 -124 -106
-23 2303 -3511; 52 -131 -109
-27 2298 -3474; 141 -137 -110
-7 2283 -3512; 215 -139 -112
-42 2326 -3567; 252 -144 -115
-68 2319 -3562; 247 -148 -120
-102 2260 -3499; 211 -155 -125
-143 2220 -3432; 159 -160 -130
-204 2203 -3366; 112 -164 -132
-215 2218 -3381; 83 -164 -134
-228 2234 -3441; 69 -161 -132
-228 2275 -3495; 55 -161 -133
-205 2268 -3470; 30 -163 -136
-159 2248 -3417; -16 -162 -137
-119 2225 -3386; -78 -159 -138
-64 2292 -3366; -140 -159 -137
-50 2363 -3327; -180 -155 -135
-51 2388 -3340; -188 -149 -134
-69 2368 -3324; -182 -144 -135
-90 2329 -3301; -183 -141 -136
-67 2392 -3346; -193 -138 -135
-33 2425 -3348; -183 -133 -132
26 2340 -3237; -143 -128 -131
69 2292 -3182; -81 -123 -129
119 2303 -3191; -22 -111 -122
173 2329 -3252; 22 -100 -114
219 2371 -3276; 45 -91 -109
191 2344 -3276; 45 -83 -103
168 2312 -3233; 27 -72 -98
2 2124 -3086; -28 -49 -82
-86 2111 -3083; -63 -35 -68
-160 2167 -3114; -94 -19 -52
-202 2198 -3192; -118 -3 -37
-237 2204 -3242; -148 11 -24
-296 2215 -3286; -203 25 -11
-302 2215 -3253; -273 36 4
-309 2227 -3185; -363 48 19
-308 2275 -3137; -451 59 35
-319 2322 -3122; -509 71 52
-282 2411 -3126; -521 84 70
-231 2501 -3163; -492 96 87
-206 2564 -3218; -426 107 101
-181 2544 -3167; -332 116 115
-174 2530 -3167; -238 124 129
-135 2519 -3104; -159 130 141
-107 2515 -3107; -88 135 151
-57 2518 -3110; -7 141 161
-4 2557 -3136; 106 146 170
28 2626 -3185; 241 152 177
70 2774 -3314; 361 153 178
109 2909 -3486; 407 153 169
129 2939 -3656; 392 144 151
193 2879 -3705; 374 126 128
242 2794 -3703; 363 105 99
232 2743 -3663; 336 79 65
223 2757 -3672; 309 48 31
224 2781 -3721; 304 18 -4
221 2790 -3711; 312 -15 -46
174 2725 -3706; 306 -51 -85
129 2660 -3680; 271 -82 -123
75 2605 -3642; 199 -109 -157
23 2571 -3576; 113 -135 -187
17 2538 -3531; 33 -156 -211
55 2501 -3417; -29 -167 -230
58 2485 -3357; -65 -173 -241
63 2437 -3290; -78 -171 -246
132 2370 -3270; -77 -167 -246
227 2373 -3288; -59 -159 -241
285 2444 -3292; 29 -148 -230
262 2385 -3122; 173 -141 -218
158 2070 -2866; 291 -129 -205
0 1918 -2843; 199 -106 -188
-76 2160 -2962; -46 -81 -158
-145 2478 -3219; -190 -56 -129
-192 2459 -3334; -142 -29 -105
-263 2303 -3333; -80 -7 -82
-312 2227 -3270; -107 17 -55
-293 2270 -3182; -127 44 -23
-301 2178 -3071; -90 73 11
-307 2194 -2998; -47 105 45
-230 2244 -2940; -14 135 80
-154 2212 -2902; 14 165 111
-100 2216 -2894; 17 197 139
1 2239 -2881; 27 222 168
53 2191 -2930; 79 248 195
71 2123 -2965; 160 276 221
71 2130 -2997; 227 301 248
125 2249 -3081; 273 326 269
284 2426 -3214; 322 346 288
455 2513 -3406; 366 358 297
581 2582 -3510; 369 361 298
642 2706 -3652; 354 353 291
609 2741 -3785; 352 335 278
536 2734 -3893; 349 305 256
439 2685 -3956; 305 265 228
355 2660 -3976; 219 215 195
338 2601 -3909; 143 159 160
390 2563 -3790; 101 105 124
452 2584 -3689; 88 51 91
438 2594 -3645; 81 1 58
420 2571 -3585; 67 -45 26
377 2543 -3584; 50 -83 -4
345 2531 -3568; 45 -111 -29
354 2522 -3512; 54 -134 -49
370 2472 -3439; 66 -149 -65
410 2446 -3308; 70 -154 -75
482 2376 -3235; 63 -148 -81
468 2312 -3195; 28 -136 -83
416 2240 -3096; -11 -121 -81
358 2260 -3137; -24 -95 -72
366 2298 -3189; -39 -67 -60
391 2371 -3190; -52 -42 -48
442 2445 -3213; -35 -12 -35
424 2435 -3235; 15 18 -21
369 2352 -3209; 77 45 -8
334 2228 -3102; 118 73 7
276 2194 -3036; 112 101 24
321 2210 -3042; 92 129 43
396 2240 -3108; 83 157 60
424 2234 -3179; 78 181 73
413 2255 -3182; 97 202 89
436 2306 -3232; 135 223 104
403 2371 -3260; 156 243 115
295 2434 -3250; 164 260 125
-10 2499 -3291; 167 278 132
-475 2434 -3092; 170 291 139
-1106 2303 -2963; 145 310 142
-1963 2028 -2860; 134 329 148
-3531 1508 -2772; 327 353 158
-4538 1241 -2435; 503 389 147
-4818 792 -3304; 387 480 84
-5086 302 -3763; 215 407 69
-2664 1668 -4017; 324 391 243
-352 3279 -5610; 816 417 400
1269 3013 -4727; 1509 354 376
2432 3793 -4585; 2025 276 324
3734 4700 -5364; 2483 178 347
4321 2672 -2871; 3136 120 276
4424 3124 -2767; 3594 69 123
4064 1637 -2546; 3741 221 -55
3757 1749 -2891; 3548 204 -210
3880 1565 -2948; 3565 126 -323
4198 -178 -2504; 3507 6 -440
5175 1909 -3379; 3495 -242 32
5936 1393 -3636; 3492 -236 112
6353 -380 -3744; 3156 -234 -124
1035 -894 -4295; 1907 -217 -386
-238 -264 -5498; 66 -421 -170
-417 1536 -5219; -236 -322 218
67 1315 -4463; -63 -508 157
-263 263 -3815; 242 -427 -87
-218 -33 -3791; 315 -384 -141
60 164 -3602; 287 -402 -73
-54 225 -3405; 365 -423 -1
-142 700 -3758; 523 -416 -34
-463 166 -3702; 589 -402 -94
-319 428 -4153; 540 -417 -108
835 870 -4548; 342 -414 -111
994 762 -4733; 134 -437 -110
1061 671 -4733; 34 -442 -130
1025 664 -4497; -43 -432 -142
934 502 -4134; -123 -414 -159
810 346 -3869; -202 -383 -170
644 206 -3486; -239 -339 -172
453 154 -3058; -255 -234 -163
548 317 -3075; -305 -179 -147
775 788 -3408; -419 -102 -118
776 860 -3614; -529 -56 -131
578 680 -3732; -461 -9 -134
353 569 -3652; -222 31 -121
182 505 -3452; 29 66 -102
143 476 -3397; 139 99 -86
202 470 -3571; 75 132 -77
360 526 -3913; -16 154 -66
820 1249 -4894; -25 137 -82
518 793 -4507; 124 -4 -289
1092 -37 -5388; 408 21 -409
603 706 -4861; 640 -34 -201
591 993 -4816; 749 -105 -173
494 293 -4319; 862 -240 -217
325 25 -4163; 910 -182 -134
470 242 -4631; 1087 191 27
329 76 -4706; 1431 151 169
100 -809 -4119; 1305 101 410
751 -396 -4398; 1298 -191 121
590 -571 -3971; 800 -273 13
583 -406 -3993; 91 -268 -44
261 75 -3856; -484 -246 -91
287 283 -3800; -903 -237 -87
300 516 -3803; -973 -223 -81
409 451 -3725; -774 -234 -52
534 521 -3738; -572 -196 -27
547 676 -3879; -434 -160 -28
478 683 -3902; -408 -136 -55
350 671 -4008; -433 -114 -83
315 642 -3984; -464 -93 -87
322 497 -3968; -465 -79 -92
335 491 -3924; -507 -61 -97
374 534 -3988; -596 -45 -110
398 674 -4064; -680 -29 -113
420 820 -4072; -702 -18 -105
515 887 -4040; -670 -6 -97
611 942 -4027; -635 4 -89
657 971 -4017; -642 3 -82
611 1009 -4064; -662 1 -77
671 999 -4093; -629 -6 -72
717 1009 -4176; -525 -15 -59
692 952 -4139; -405 -30 -41
608 918 -4082; -285 -42 -32
533 1020 -3964; -166 -46 -25
551 1013 -3983; -53 -52 -23
607 982 -3995; 55 -63 -16
612 968 -4060; 151 -69 -7
586 879 -4103; 220 -74 -7
531 834 -4136; 271 -78 -8
482 824 -4120; 324 -83 -6
491 750 -4158; 403 -91 -9
430 660 -4128; 500 -96 -7
428 635 -4074; 587 -101 0
394 495 -4016; 634 -105 1
407 488 -3930; 649 -103 -1
425 497 -3833; 633 -94 -6
425 582 -3807; 588 -81 -18
388 647 -3826; 517 -64 -36
305 133 -3765; 374 -39 -77
-318 245 -2961; 48 -34 -16
1022 1569 -5191; -622 -28 -125
281 102 -3280; -578 -123 -314
583 1322 -3141; -704 -152 -338
247 81 -5191; -1013 31 -102
661 1357 -4422; -826 -13 -66
808 1093 -4200; -213 -25 -26
1061 639 -3741; 132 -1 -94
1430 2123 -4663; 306 128 19
639 1003 -4020; 332 46 -18
506 930 -4122; 271 -22 -144
242 1018 -4285; 249 -31 -154
99 853 -4304; 370 -23 -172
205 801 -4388; 457 -21 -200
336 751 -4361; 543 -36 -198
466 625 -4250; 631 -55 -184
591 592 -4135; 685 -73 -166
638 416 -4031; 791 -83 -154
690 393 -4115; 756 -94 -142
577 434 -4063; 600 -123 -107
559 485 -4104; 448 -144 -81
546 473 -4052; 288 -155 -62
580 454 -4030; 232 -166 -42
588 453 -3998; 229 -174 -22
596 466 -3987; 214 -178 -9
509 551 -3951; 146 -175 0
486 557 -3931; 51 -159 -4
415 578 -3887; -15 -135 -16
459 627 -3962; -49 -107 -35
482 640 -4082; -37 -94 -47
458 579 -4158; 34 -104 -49
434 560 -4123; 141 -114 -39
446 539 -4037; 201 -112 -32
499 538 -3972; 179 -99 -35
509 558 -3990; 121 -80 -36
523 602 -3970; 90 -70 -33
523 565 -4021; 75 -58 -36
533 527 -4057; 77 -50 -39
528 425 -4056; 90 -51 -41
542 353 -4058; 95 -55 -38
554 382 -4097; 88 -58 -24
500 449 -4087; 86 -70 -8
473 497 -4062; 78 -80 -2
417 561 -4079; 48 -77 -5
417 543 -4105; 31 -76 -12
444 503 -4094; 40 -84 -13
481 487 -4108; 47 -92 -13
529 488 -4093; 46 -100 -16
531 516 -4055; 41 -108 -15
506 503 -4026; 30 -113 -10
496 506 -4046; 5 -109 -7
455 589 -4068; -33 -112 2
386 660 -4107; -35 -113 -2
386 641 -4112; -21 -114 -13
395 654 -4116; 4 -117 -29
377 580 -4092; 22 -126 -45
433 491 -4106; 27 -141 -54
441 505 -4091; 21 -155 -49
448 566 -4042; 9 -159 -49
401 608 -4063; -9 -143 -58
366 617 -4073; -18 -128 -66
360 607 -4094; -6 -126 -69
399 594 -4098; 16 -131 -68
401 592 -4056; 41 -138 -68
390 617 -4033; 57 -135 -69
389 577 -4040; 72 -125 -71
379 536 -4029; 84 -118 -74
360 536 -3981; 88 -113 -71
360 555 -3997; 83 -100 -71
358 479 -4050; 77 -88 -73
359 496 -4074; 76 -88 -70
407 498 -4062; 70 -90 -68
434 533 -4018; 62 -95 -69
423 581 -4029; 60 -98 -68
379 613 -4121; 56 -95 -71
352 523 -4156; 59 -102 -72
291 597 -4057; 78 -113 -63
381 534 -4047; 87 -107 -68
366 558 -4044; 87 -94 -70
330 611 -4096; 90 -87 -68
312 581 -4180; 100 -88 -70
339 494 -4144; 113 -97 -74
400 447 -4073; 107 -106 -75
439 480 -4010; 91 -110 -74
423 529 -3967; 68 -107 -71
381 557 -3992; 45 -99 -67
358 536 -4035; 27 -92 -66
361 542 -4041; 31 -91 -64
365 545 -4042; 40 -89 -66
436 626 -3934; 72 -65 -66
381 510 -3932; 117 -47 -63
306 544 -4028; 118 -33 -47
333 432 -4080; 80 -39 -52
274 562 -4141; 26 -50 -55
330 541 -4185; 27 -72 -66
375 537 -4062; 80 -89 -75
379 547 -4099; 115 -78 -69
429 464 -4102; 118 -86 -70
465 510 -3989; 81 -91 -87
349 500 -3999; 85 -68 -77
308 582 -4048; 91 -57 -60
349 563 -4047; 85 -65 -64
335 548 -4087; 77 -72 -65
323 535 -4101; 69 -78 -63
294 538 -4119; 63 -84 -62
498 280 -4063; 62 -85 -62
435 516 -3973; 65 -77 -44
370 492 -4016; 73 -61 -51
367 495 -4028; 83 -70 -59
372 522 -4050; 49 -85 -57
373 590 -4060; 3 -77 -63
341 577 -4152; -8 -73 -71
330 526 -4153; 21 -78 -68
319 465 -4179; 48 -81 -60
359 480 -4131; 40 -82 -59
365 495 -4070; 33 -83 -59
378 600 -3980; 63 -75 -57
376 662 -3876; 116 -55 -59
360 557 -3904; 125 -22 -67
331 558 -3991; 57 0 -83
410 526 -4073; 5 7 -87
293 434 -4195; 0 7 -89
378 403 -4196; -5 -30 -69
359 416 -4161; -32 -79 -53
333 460 -4160; -60 -96 -46
350 423 -4158; -72 -114 -32
305 454 -4125; -106 -134 -13
352 513 -4084; -153 -133 -12
324 581 -4115; -173 -109 -21
289 717 -4071; -115 -92 -43
313 837 -3958; 49 -86 -59
420 610 -3876; 187 -79 -61
332 587 -3931; 172 -66 -45
291 586 -3988; 91 -44 -52
326 576 -4052; 72 -45 -74
325 560 -4046; 102 -64 -88
322 499 -4039; 104 -86 -93
276 454 -4053; 32 -96 -89
806 474 -4203; -107 -117 -70
438 639 -4152; -87 -130 -50
378 684 -4116; 72 -79 -38
327 560 -4076; 127 -63 -45
268 592 -4096; 102 -65 -55
290 618 -4119; 72 -69 -56
322 598 -4077; 82 -72 -55
351 570 -4031; 112 -76 -54
384 526 -4033; 122 -77 -53
391 507 -4045; 107 -76 -54
372 506 -4067; 88 -79 -53
383 521 -4051; 76 -80 -50
358 553 -4059; 73 -75 -49
292 572 -4097; 86 -71 -50
283 602 -4095; 117 -72 -51
268 615 -4112; 148 -72 -52
295 621 -4079; 181 -71 -55
282 608 -4070; 210 -70 -59
297 578 -4078; 207 -72 -62
346 546 -4099; 189 -73 -64
376 501 -4109; 180 -73 -67
381 446 -4102; 176 -79 -72
384 470 -4087; 160 -83 -73
380 492 -4050; 139 -86 -74
360 534 -4046; 132 -88 -74
340 552 -4033; 151 -84 -73
327 518 -4046; 177 -81 -73
1118 537 -3823; 200 -84 -75
493 314 -4106; 248 -155 -83
315 414 -4051; 288 -85 -62
210 481 -4067; 342 -34 -45
262 478 -4043; 384 -57 -51
247 465 -4129; 390 -88 -59
473 577 -4269; 406 -66 -61
478 391 -4093; 468 -88 -77
280 54 -4108; 607 -97 -73
215 215 -4137; 573 -116 -67
167 577 -4327; 483 -103 -57
168 376 -4048; 409 -88 -76
226 357 -4036; 388 -78 -66
377 198 -4104; 287 -108 -67
348 169 -4154; 278 -124 -80
325 241 -4126; 311 -118 -81
330 323 -4086; 380 -101 -80
276 323 -4012; 478 -82 -86
214 271 -3988; 568 -49 -81
-63 195 -4237; 572 -37 -80
300 41 -4081; 514 -72 -91
334 88 -3967; 458 -53 -83
365 -82 -4171; 393 2 -52
275 106 -4144; 310 -56 -60
245 290 -4187; 355 -58 -77
258 -6 -4128; 504 -74 -103
356 -6 -4067; 528 -102 -98
183 -145 -4140; 467 -83 -83
172 13 -4158; 372 -52 -67
800 153 -4259; 292 -46 -67
135 -275 -4020; 334 -75 -88
275 -158 -4040; 350 -29 -47
195 -123 -4165; 184 -15 -34
188 -86 -4237; 66 -45 -41
155 -163 -4092; 16 -85 -56
318 -160 -4064; 29 -85 -52
241 23 -3972; 3 -73 -47
237 21 -4033; -16 -70 -63
380 21 -3979; 35 -73 -61
325 -93 -3923; 73 -54 -52
251 -87 -3999; 56 6 -32
493 -148 -4321; -21 16 -34
559 -102 -4255; -91 -35 -35
424 -22 -4233; -140 -77 -45
421 -87 -4083; -84 -68 -64
317 -74 -4107; 8 -12 -52
147 -158 -4036; 47 -8 -32
287 53 -3973; 1 6 -18
59 204 -3941; -97 26 -31
-4071 520 -3870; -142 72 -25
756 -195 -4625; -396 -21 -1
448 -195 -4430; -335 20 72
795 -348 -3758; -314 76 83
491 -109 -4040; -354 63 14
534 -85 -4014; -301 15 17
538 -96 -3990; -289 -61 53
304 134 -4051; -253 -41 43
208 468 -4065; -151 8 -4
-87 367 -4239; 8 10 -51
136 306 -4208; -12 -11 -45
112 292 -4318; -168 -16 -13
234 252 -4238; -288 -27 -1
329 151 -4153; -364 -33 21
416 135 -4063; -432 -46 35
461 173 -4000; -525 -62 39
458 212 -4118; -633 -69 38
434 351 -4079; -713 -60 12
404 444 -4090; -707 -32 -9
228 712 -3984; -641 0 -21
195 682 -4135; -522 31 -53
77 551 -4417; -426 -37 -97
191 483 -4493; -390 -174 -66
612 538 -4143; -296 -239 -50
549 787 -4183; -278 -139 -69
519 825 -4141; -210 -104 -79
415 772 -4092; -103 -102 -93
374 906 -4077; 18 -67 -109
347 1078 -4103; 268 4 -137
437 440 -4141; 810 80 -230
586 576 -3881; 733 -31 -281
552 570 -3869; 888 7 -383
68 -463 -3835; 1091 65 -491
155 -112 -3930; 591 -116 -117
155 301 -4062; 458 -122 -94
198 -65 -4084; 438 -106 -109
227 262 -3880; 403 -103 -107
304 362 -3985; 425 -95 -94
132 -130 -3512; 516 -87 -101
193 8 -3844; 525 -80 -85
300 -161 -3979; 409 -71 -72
382 -203 -4136; 280 -68 -66
539 -246 -4194; 141 -68 -49
563 -199 -4048; 12 -93 9
535 59 -3904; -91 -113 55
638 -79 -3949; -165 -78 -17
230 -107 -3940; -278 -57 -38
347 84 -4037; -411 -53 -28
336 359 -4196; -530 -52 -41
206 35 -4320; -644 -30 -99
337 343 -4359; -794 -52 -77
350 490 -4277; -897 -85 -37
371 508 -4211; -882 -96 -40
391 515 -4099; -857 -98 -45
394 606 -4028; -829 -104 -42
406 655 -3986; -800 -102 -47
405 698 -4027; -772 -102 -47
412 764 -4037; -728 -98 -48
403 863 -4021; -662 -95 -55
407 811 -3998; -578 -86 -69
390 838 -4004; -524 -85 -54
391 868 -3950; -461 -83 -41
388 855 -3970; -384 -75 -38
388 870 -3989; -306 -65 -37
433 910 -4034; -220 -60 -34
444 911 -4086; -130 -51 -32
449 946 -4100; -43 -45 -29
450 922 -4103; 40 -41 -28
404 894 -4060; 113 -37 -27
407 846 -4026; 185 -34 -25
378 812 -4011; 259 -31 -21
331 779 -4026; 335 -23 -19
333 743 -4046; 411 -21 -15
293 677 -4046; 481 -17 -10
313 659 -4050; 538 -13 -8
325 621 -4037; 582 -10 -5
353 596 -4004; 604 -9 -2
399 569 -4014; 601 -8 -4
408 536 -4061; 580 -6 -3
421 524 -4086; 547 -6 -6
429 485 -4145; 504 -9 -8
417 476 -4170; 456 -14 -13
425 444 -4149; 409 -19 -19
380 429 -4133; 366 -28 -25
381 421 -4127; 327 -36 -30
365 426 -4133; 289 -45 -36
381 422 -4136; 248 -53 -44
373 399 -4114; 205 -63 -53
385 386 -4127; 164 -72 -58
390 375 -4120; 128 -85 -64
383 389 -4075; 96 -94 -72
363 355 -4106; 68 -104 -80
359 371 -4071; 47 -112 -84
335 373 -4082; 33 -120 -87
320 385 -4077; 17 -127 -94
353 373 -4035; -1 -134 -100
358 487 -3945; -23 -138 -103
340 458 -4090; -51 -141 -109
361 503 -4116; -59 -142 -116
369 542 -4077; -67 -147 -120
391 528 -4084; -95 -144 -125
399 543 -4024; -116 -145 -130
463 651 -3877; -147 -143 -133
513 586 -3781; -213 -137 -139
