200 -4117 620; 82 9 -120
452 -1686 -3985; 824 272 -71
425 -988 -3891; 586 236 -78
424 -1298 -3378; 394 171 -89
219 -1438 -3550; 311 154 -64
77 -1517 -3625; 322 124 -24
250 -1812 -3701; 168 66 -27
546 -771 -8599; -25 0 0
195 -630 -3979; -116 -203 45
414 -1571 -4584; 241 -224 0
493 -1169 -4710; 376 -214 -4
237 -2558 -1199; 188 -310 -9
220 -1464 -3912; -150 -148 -1
565 -662 -4638; -613 -151 1
63 -1148 -4645; -357 -245 -72
-250 -1111 -4191; -75 -200 -93
79 -3316 -2422; -376 -131 -95
373 -1837 -3110; -1459 -20 -12
736 -603 -3479; -3005 -35 -33
1260 131 -3893; -4272 -9 -76
1372 820 -4026; -3927 48 -65
1400 400 -4474; -3049 86 -99
1432 -147 -4759; -2025 102 -137
938 -222 -4922; -895 108 -135
730 -111 -4941; 108 103 -140
610 -479 -4800; 549 66 -162
441 -1120 -3506; 642 25 -177
430 -1157 -4010; 591 29 -150
477 -968 -4205; 400 -5 -124
564 -564 -3977; 90 -81 -105
526 -524 -3964; 76 -95 -85
368 -31 -3429; 197 -109 -62
408 -702 -2836; 528 -111 -118
369 -1920 -4109; 489 -84 -110
389 -652 -3545; -181 -126 -25
236 -143 -3501; -897 -155 -74
492 -1343 -4230; -1507 -61 -131
968 -785 -3122; -2632 -91 -104
485 -696 -4654; -3662 -105 -124
550 -785 -2623; -4511 -97 -114
-65 747 -3923; -6895 -92 -122
489 725 -3570; -8614 -104 -132
987 1673 -3621; -9250 -139 -133
1154 3902 -4868; -8522 -99 -91
1472 1741 -3750; -4667 -26 -102
864 2359 -3817; -1748 -7 -94
690 2145 -3932; -783 -9 -68
573 2070 -4188; -44 -5 -78
534 2244 -4053; 465 -19 -45
639 1598 -3421; 786 -54 -55
495 1199 -3154; 736 -61 -65
462 1770 -3558; 122 -44 13
524 1798 -3539; -47 -66 20
550 1757 -3725; -52 -82 14
601 1892 -3961; -51 -86 23
673 1857 -3790; -17 -107 20
653 1864 -3701; 81 -115 14
733 2275 -3846; 94 -114 7
916 2698 -4556; 61 -138 -52
461 1754 -3568; 256 -183 -129
574 1972 -3157; 406 -160 -98
179 -685 -2725; 98 -123 -128
318 1794 -2833; -658 -83 -13
582 1749 -3714; -1579 -61 -33
876 2416 -3765; -2787 -88 -126
666 2079 -3184; -2989 -74 -63
450 1618 -3339; -2205 -3 -24
82 2971 -4020; -1850 -16 -65
599 2036 -3787; -1127 -62 -83
624 2362 -2673; -252 -64 0
993 2624 -3214; 214 10 38
1023 2516 -2888; -75 -17 -24
781 2895 -3333; -70 -43 -24
723 2480 -3781; 47 -27 -20
598 2492 -3746; 162 -47 -37
606 2749 -3541; 429 -67 -32
764 2149 -3392; 544 -71 -64
629 1913 -3078; 447 -78 -71
578 2053 -3370; 279 -72 -54
639 2063 -3747; 168 -85 -60
588 2187 -3956; 97 -124 -62
516 2108 -3813; 100 -166 -54
523 2123 -2976; 183 -187 -43
601 2616 -2813; 28 -172 -33
505 3342 -2969; -202 -153 -58
280 3531 -3341; -72 -127 -118
-401 1030 -3220; 121 -108 -186
460 1615 -3590; -170 -103 -169
1479 2315 -2947; -415 -117 -113
1291 2059 -3193; -458 -44 -164
830 2778 -3356; -490 -15 -139
497 1419 -3536; -476 -45 -160
25 2609 -3881; -510 -28 -110
-137 2904 -3151; -318 -55 -77
705 2011 -3267; 13 -87 -99
1020 2053 -3161; -66 -58 -32
944 2218 -2883; -219 -56 11
709 2814 -3032; -168 -17 19
684 3331 -3512; 336 50 -37
522 2978 -3851; 1355 77 -119
585 2036 -3361; 1212 -12 -59
548 2131 -3013; 820 -41 -17
666 2167 -3343; 760 -21 -18
591 2145 -3443; 373 -35 -36
576 2191 -3524; 262 -48 -50
579 2154 -3578; 199 -54 -60
609 2172 -3626; 169 -72 -75
711 2198 -3480; 119 -94 -87
641 2676 -3431; 110 -109 -97
621 121 -3671; -93 -138 -100
130 4371 -1764; -372 -242 48
679 2633 -2687; -807 -125 3
910 2822 -3914; -635 -12 -85
764 3015 -3108; -188 -116 -31
516 2224 -3208; -30 -178 -32
11 2162 -2148; 100 -59 -77
108 1948 -3617; 75 17 -57
1086 2522 -4417; -428 -73 14
-1618 3306 -6621; -352 -165 -47
-1670 6502 -2059; 893 -698 68
4457 383 -2435; 5420 -100 -255
423 4 -2808; 5753 407 -168
295 446 -2967; 3020 461 13
626 1451 -4260; 1188 136 -216
675 1307 -4011; 920 7 -134
321 1956 -3777; 1067 -20 -57
571 1340 -3614; 1469 0 -81
614 1376 -3780; 1805 9 -32
546 1340 -3656; 1508 3 -35
586 1485 -4123; 1361 6 -21
517 1595 -4237; 1237 -1 -38
583 1381 -3847; 1444 -17 -68
1117 1594 -5134; 1628 -17 -89
189 2620 -5058; 1617 -223 -210
299 -345 -3559; 2225 -495 -462
797 795 -3676; 1540 -242 -30
349 662 -2990; 833 -196 -27
-119 2256 -2581; 831 -121 -118
517 1068 -4133; 1464 244 -185
1289 455 -4546; 1327 185 75
956 521 -3994; 664 -49 237
230 61 -3730; 292 -131 25
890 530 -4473; 39 -197 145
-219 3750 -3294; 250 -299 260
409 1640 -3364; 954 -107 -44
825 -217 -5465; 1559 246 -463
1137 -511 -4427; 1736 31 -558
599 -70 -3755; 1553 -83 -176
637 372 -4132; 1254 70 75
616 689 -4027; 783 43 71
553 424 -3849; 618 -34 -55
561 177 -3948; 770 -41 -106
548 103 -3865; 846 -42 -98
549 36 -4007; 907 -35 -91
586 -61 -4026; 888 -25 -75
594 66 -4080; 803 -17 -43
641 -9 -4112; 756 -16 -37
629 61 -4130; 651 -29 -44
661 -97 -4080; 659 -43 -58
541 121 -4227; 591 -52 -55
632 34 -4142; 540 -57 -53
636 -83 -4145; 515 -68 -59
612 -50 -4191; 336 -80 -63
620 -2 -4097; 351 -91 -80
589 -42 -4080; 456 -94 -87
579 39 -4069; 431 -85 -76
598 55 -4061; 523 -81 -87
605 -78 -3968; 653 -79 -104
574 -41 -4037; 583 -71 -103
567 -58 -4084; 568 -64 -106
597 -131 -4059; 641 -52 -105
610 -223 -4103; 634 -47 -104
613 -215 -4191; 572 -53 -115
602 -284 -4197; 544 -64 -125
638 -378 -4207; 563 -68 -117
628 -454 -4200; 524 -76 -112
608 -397 -4204; 411 -91 -115
543 -441 -4124; 364 -109 -121
564 -299 -4195; 324 -116 -105
564 -293 -4205; 410 -128 -105
527 -391 -4187; 511 -148 -116
567 -547 -4085; 584 -172 -125
609 -475 -4075; 523 -182 -114
596 -445 -4083; 404 -192 -114
599 -449 -4140; 320 -204 -118
630 -459 -4089; 303 -215 -124
598 -500 -3992; 286 -225 -135
589 -487 -3959; 254 -228 -136
589 -520 -3907; 253 -218 -130
555 -515 -3903; 267 -213 -138
547 -461 -3936; 260 -201 -140
553 -404 -3939; 300 -187 -145
567 -417 -3898; 344 -171 -151
558 -387 -3915; 365 -155 -162
505 -452 -3843; 421 -147 -181
541 -558 -3800; 501 -128 -185
573 -587 -3812; 557 -102 -190
562 -532 -3915; 560 -84 -197
603 -640 -3888; 557 -67 -202
526 -700 -3982; 525 -53 -206
491 -851 -3913; 528 -47 -216
527 -1016 -3846; 485 -39 -213
507 -1017 -3831; 348 -33 -205
468 -968 -3890; 207 -28 -195
475 -1009 -3957; 144 -25 -189
511 -1025 -4045; 144 -23 -174
530 -992 -4063; 116 -31 -158
529 -978 -4101; 114 -39 -142
524 -954 -4092; 130 -44 -122
507 -981 -4087; 122 -57 -103
475 -994 -4078; 114 -69 -83
472 -895 -4070; 122 -78 -62
490 -846 -4081; 118 -88 -45
510 -826 -4124; 105 -97 -27
545 -844 -4121; 132 -111 -13
533 -914 -4083; 143 -122 -3
543 -903 -4052; 158 -129 7
528 -891 -4042; 169 -139 17
549 -840 -4034; 179 -147 22
529 -865 -4030; 193 -152 27
500 -914 -4000; 200 -156 28
488 -938 -3986; 178 -161 28
463 -886 -3990; 163 -160 28
491 -860 -3976; 152 -160 25
509 -888 -3968; 123 -160 19
480 -870 -3956; 115 -158 14
453 -855 -3934; 132 -152 5
409 -832 -3916; 173 -144 -1
406 -814 -3892; 224 -134 -8
350 -831 -3919; 259 -122 -18
355 -839 -3934; 284 -112 -28
304 -869 -3924; 278 -102 -40
266 -914 -3908; 219 -93 -52
236 -969 -3923; 157 -84 -63
242 -1017 -3933; 117 -77 -72
292 -957 -3939; 106 -70 -79
351 -903 -3980; 117 -65 -88
418 -892 -3990; 134 -65 -98
448 -881 -4033; 128 -67 -108
459 -902 -4026; 104 -73 -117
480 -980 -4028; 66 -83 -126
495 -1078 -3973; 26 -95 -131
523 -1156 -3929; -56 -113 -136
563 -1136 -4030; -216 -131 -136
602 -1070 -4089; -381 -150 -132
573 -1017 -4057; -517 -173 -133
570 -884 -4112; -645 -194 -132
698 -600 -4025; -737 -212 -132
722 -429 -3969; -740 -228 -137
719 -372 -3888; -702 -236 -144
699 -375 -3956; -695 -238 -151
666 -377 -4073; -736 -237 -158
577 -486 -4084; -764 -234 -165
525 -545 -3890; -771 -233 -172
526 -509 -3821; -732 -217 -169
550 -432 -3755; -667 -193 -164
529 -427 -3639; -603 -171 -164
491 -502 -3677; -577 -145 -161
470 -614 -3737; -629 -114 -155
454 -403 -3729; -752 -88 -145
453 -296 -3856; -817 -59 -133
568 -427 -3939; -799 -29 -127
559 -456 -4018; -808 -3 -115
500 -557 -4183; -894 23 -103
404 -598 -4221; -1014 45 -88
275 -658 -4070; -1101 62 -70
237 -667 -4007; -1202 83 -49
247 -472 -3628; -1285 106 -25
395 -282 -3691; -1375 140 1
201 -54 -3898; -1506 178 30
44 -24 -3799; -1492 199 55
27 -88 -3835; -1375 219 72
5 -29 -3961; -1300 240 103
-84 39 -3888; -1291 247 137
43 237 -4172; -1346 247 174
100 222 -4382; -1265 236 202
264 478 -4499; -1118 218 237
429 621 -4444; -985 189 269
596 755 -4334; -875 155 293
719 804 -4267; -743 126 322
800 789 -4272; -575 102 344
876 766 -4305; -422 78 356
819 821 -4260; -309 56 364
760 833 -4248; -241 38 365
699 816 -4094; -122 27 354
663 919 -3926; -16 25 339
722 1004 -3765; 87 42 334
780 1029 -3542; 199 65 320
740 953 -3514; 314 97 311
688 784 -3581; 390 133 292
643 681 -3637; 394 165 277
656 700 -3788; 330 197 268
610 671 -3943; 224 220 254
547 619 -4103; 180 234 239
462 613 -4109; 218 247 228
356 642 -3971; 273 254 214
381 747 -3878; 341 265 203
497 841 -3812; 404 276 190
520 774 -3886; 420 283 170
556 681 -3881; 446 285 153
608 565 -3957; 499 283 139
679 441 -4042; 546 279 127
792 284 -4119; 562 262 113
940 200 -4326; 572 245 106
1065 198 -4401; 544 219 104
1152 322 -4422; 482 184 99
1240 410 -4534; 421 153 94
1278 466 -4468; 351 119 83
1266 711 -4336; 232 87 68
1313 786 -4263; 227 67 51
1343 846 -4115; 338 54 30
1339 802 -3926; 412 45 5
1270 731 -3780; 433 44 -21
1175 704 -3620; 439 50 -41
1078 624 -3698; 435 57 -61
1031 532 -3848; 350 63 -83
1002 545 -3961; 236 58 -96
955 517 -4042; 178 46 -116
961 355 -4035; 169 31 -134
1075 313 -4047; 196 12 -143
1167 477 -4047; 184 -5 -146
1267 665 -4142; 140 -25 -149
1217 694 -4508; 123 -41 -159
1104 678 -4590; 74 -63 -167
953 641 -4478; 7 -88 -177
880 454 -4204; -50 -108 -189
860 344 -3906; -53 -115 -194
824 254 -3682; 36 -113 -196
801 227 -3488; 178 -109 -214
851 250 -3224; 325 -104 -233
929 166 -3293; 424 -80 -222
986 -44 -3652; 438 -50 -200
1065 -252 -3977; 443 -45 -191
1147 -426 -4285; 433 -44 -165
1082 -259 -4588; 376 -35 -105
1044 -57 -4786; 236 -33 -32
1015 108 -4827; 116 -64 -16
912 96 -4639; 142 -113 -29
927 -17 -4374; 245 -152 -40
1024 91 -4117; 252 -173 -26
991 147 -3939; 221 -188 -14
1078 145 -3827; 189 -198 -16
1096 156 -3746; 203 -207 -20
1177 58 -3766; 238 -211 -18
1210 60 -3883; 232 -201 6
1143 121 -4001; 239 -191 34
1082 128 -4056; 254 -193 42
1160 135 -4126; 317 -200 43
1197 182 -4171; 392 -200 62
1103 226 -4291; 370 -208 82
1025 206 -4342; 321 -229 66
962 242 -4383; 277 -253 54
939 220 -4296; 239 -270 48
909 250 -4199; 219 -282 42
912 181 -4079; 224 -291 31
894 99 -4037; 252 -295 12
1018 264 -3902; 315 -292 2
1202 578 -3850; 437 -262 32
1241 498 -3853; 602 -211 73
1148 278 -3926; 717 -186 72
954 28 -4016; 641 -196 14
735 -197 -4039; 547 -210 -39
673 -300 -4050; 534 -206 -47
611 -229 -4089; 583 -187 -11
577 -281 -4099; 616 -166 24
484 -288 -4176; 604 -163 38
432 -338 -4194; 590 -174 35
463 -318 -4181; 616 -182 43
533 -87 -4323; 612 -181 66
563 -59 -4341; 602 -183 78
572 -255 -4273; 598 -203 65
563 -377 -4183; 571 -226 43
580 -494 -4059; 562 -241 23
593 -537 -3946; 617 -253 4
690 -622 -3737; 728 -252 5
750 -568 -3706; 784 -227 29
825 -589 -3655; 810 -203 45
893 -571 -3710; 779 -191 46
1010 -558 -3893; 739 -180 42
1049 -518 -4126; 701 -167 45
957 -600 -4210; 663 -179 32
728 -971 -4072; 624 -202 8
609 -1113 -4010; 570 -216 5
535 -1161 -3948; 548 -216 14
485 -1213 -3921; 518 -226 16
454 -1183 -3991; 462 -233 21
491 -1130 -3987; 406 -236 24
494 -1001 -3890; 349 -244 23
518 -955 -3852; 336 -244 20
516 -943 -3883; 348 -239 16
483 -984 -3798; 341 -235 7
489 -976 -3774; 277 -216 -7
555 -950 -3743; 246 -203 -13
615 -935 -3768; 213 -189 -20
642 -960 -3743; 183 -178 -31
597 -968 -3750; 173 -162 -41
549 -980 -3738; 185 -147 -48
485 -1047 -3745; 190 -131 -55
406 -1093 -3799; 169 -113 -64
379 -1058 -3768; 147 -99 -69
364 -1001 -3735; 141 -82 -76
386 -969 -3740; 141 -64 -81
385 -983 -3683; 134 -49 -91
447 -1019 -3666; 104 -33 -99
444 -1002 -3697; 78 -16 -105
423 -958 -3641; 71 -1 -109
403 -969 -3577; 70 15 -118
414 -955 -3576; 48 34 -123
403 -940 -3576; 3 48 -130
436 -943 -3601; -53 64 -137
505 -910 -3657; -106 76 -142
548 -897 -3732; -137 88 -148
532 -942 -3900; -144 98 -155
573 -1013 -4019; -122 99 -157
563 -1084 -4165; -94 95 -158
583 -1105 -4218; -73 82 -155
614 -1067 -4244; -71 63 -150
695 -946 -4276; -78 40 -143
749 -886 -4208; -67 11 -134
798 -903 -4117; -52 -21 -131
789 -917 -4053; -51 -52 -124
790 -979 -4079; -79 -84 -116
844 -1008 -4288; -137 -112 -107
852 -901 -4483; -191 -136 -94
809 -816 -4523; -197 -167 -87
770 -757 -4481; -161 -192 -84
722 -652 -4345; -97 -209 -78
681 -651 -4091; -69 -229 -80
669 -616 -4016; -112 -236 -84
674 -636 -3964; -156 -234 -86
653 -714 -3907; -156 -232 -92
601 -742 -3758; -63 -212 -98
577 -766 -3689; -31 -200 -102
591 -758 -3704; -31 -186 -103
587 -759 -3744; -55 -170 -104
645 -680 -3799; -90 -153 -107
673 -618 -3914; -118 -137 -108
659 -551 -4011; -135 -125 -110
584 -554 -4022; -126 -111 -116
542 -557 -3935; -95 -101 -120
504 -602 -3874; -67 -86 -126
494 -690 -3862; -57 -68 -132
456 -755 -3847; -66 -51 -131
450 -813 -3903; -77 -33 -130
430 -833 -3944; -71 -17 -126
459 -833 -3971; -51 -3 -121
338 -848 -4005; -29 6 -115
429 -891 -3990; -8 10 -111
582 -663 -4274; -48 15 -99
611 -849 -4039; -50 1 -96
650 -713 -4131; -4 -7 -86
708 -750 -4130; 5 -16 -78
708 -736 -4162; 15 -38 -75
656 -676 -4250; 37 -50 -64
628 -954 -4084; 90 -71 -60
596 -717 -4064; 134 -86 -49
613 -809 -3863; 116 -97 -44
569 -866 -4011; 112 -102 -42
538 -764 -3866; 65 -102 -25
581 -764 -3964; 47 -95 -24
620 -586 -3995; 64 -89 -25
645 -532 -4036; 148 -91 -28
677 -544 -3927; 328 -107 -46
650 -557 -3881; 488 -114 -48
670 -504 -4001; 491 -83 -39
557 -780 -3782; 544 -86 -51
516 -662 -3854; 490 -20 -40
439 -812 -3857; 473 10 -46
570 -803 -4063; 328 25 -52
490 -840 -4025; 170 31 -56
670 -939 -4499; 249 133 -35
489 -695 -3999; 446 240 22
649 -1201 -4437; 154 42 -56
542 -346 -3951; 30 16 -32
738 -596 -4256; 18 -20 -89
701 -663 -4093; 92 -56 -116
588 -1000 -4054; 128 -102 -114
585 -975 -3981; 89 -127 -115
701 -889 -3987; 47 -91 -85
489 -904 -4008; 25 -77 -73
390 -950 -3985; -6 -48 -41
611 -969 -3953; -46 -64 -42
561 -1227 -4000; -95 -73 -33
591 -644 -4098; -27 -53 14
613 -799 -4105; 105 -68 10
651 -940 -3962; 86 -92 -18
771 -457 -4008; 193 -60 42
712 -1165 -3892; 301 -60 14
669 -838 -3998; 210 -84 -32
728 -886 -4066; 149 -87 -32
816 -935 -4110; 124 -84 -33
659 -305 -4253; 132 -95 -44
827 487 -4184; 179 -98 -49
625 -1078 -4077; 380 -128 -135
430 -975 -3663; 375 -113 -67
358 -765 -3920; 258 -88 -19
464 -695 -3925; 208 -87 -55
379 -639 -4362; 173 -88 -45
743 -1066 -3575; 355 -116 -55
636 -1651 -3337; 414 29 71
164 -678 -4680; 767 228 381
629 -1093 -3624; 649 -9 32
837 -1492 -4102; 378 -17 -23
1005 -794 -4416; 154 16 30
729 -1114 -3725; 78 -39 45
821 -1334 -3944; 79 -27 45
637 -1235 -3850; 229 17 34
396 -1330 -3697; 285 -18 70
472 -1019 -3721; 155 -17 93
494 -1329 -4096; 252 45 14
498 -1111 -3850; 383 42 -12
525 -1320 -3866; 252 16 35
568 -1045 -3939; 303 22 22
666 -1074 -3943; 270 7 18
621 -1006 -4002; 82 9 37
577 -963 -4123; 53 10 37
625 -1275 -3881; 158 -4 15
581 -1336 -3886; 229 -4 14
621 -1272 -3776; 256 -1 30
605 -1336 -3907; 268 -11 25
538 -1171 -4022; 259 -22 27
419 -1323 -3936; 247 -35 10
604 -1363 -3861; 251 -42 -1
747 -1202 -3921; 204 -46 15
782 -1090 -3913; 177 -56 10
682 -1096 -4070; 160 -61 0
634 -1026 -3971; 145 -68 -1
553 -1126 -4002; 160 -73 -9
647 -1308 -3753; 116 -80 -22
659 -1287 -3718; 8 -81 -25
670 -1208 -3694; -123 -81 -33
686 -1158 -3851; -239 -78 -49
659 -1016 -3924; -300 -78 -58
622 -1007 -3981; -272 -78 -71
539 -945 -3927; -197 -75 -85
431 -952 -3858; -121 -71 -100
456 -1069 -3912; -27 -76 -151
545 -1108 -3875; 27 -114 -224
647 -1117 -3934; -56 -134 -238
759 -1117 -3939; -119 -150 -238
679 -1042 -4020; -105 -153 -219
535 -1010 -4032; -46 -155 -199
686 -1007 -4166; -54 -154 -194
394 -907 -4082; -144 -166 -192
656 -930 -4177; -237 -163 -190
814 -1171 -4147; -286 -169 -201
277 -1230 -3836; -284 -172 -197
838 -962 -3959; -386 -178 -199
489 -1041 -3896; -416 -176 -202
336 -1084 -3935; -479 -163 -190
-173 -1276 -3656; -594 -176 -186
429 -1063 -3814; -877 -153 -185
-50 -920 -3905; -896 -168 -174
-204 -785 -3984; -1003 -178 -173
-10 -898 -4029; -1247 -237 -213
116 -697 -4084; -1513 -247 -211
-199 -575 -4023; -1343 -218 -192
10 -787 -3880; -964 -190 -164
283 -987 -3861; -770 -163 -122
498 -743 -3873; -751 -112 -42
844 -497 -3941; -573 -39 57
323 68 -3597; -371 -24 113
831 -226 -4215; -236 -108 -48
619 -542 -4194; -51 -117 -100
563 -250 -4381; 156 -114 -79
1155 -375 -4247; 328 -126 -43
810 -389 -4092; 350 -126 -57
946 -331 -4101; 295 -132 -125
877 -484 -3958; 234 -181 -223
764 -154 -3970; 368 -53 -176
1069 -440 -4476; 755 -77 -125
1133 -437 -4270; 1039 -60 -47
698 -553 -4376; 902 -51 -1
941 -704 -4316; 710 -63 21
522 -597 -3999; 536 -127 -85
593 -736 -3893; 407 -133 -107
781 -708 -3625; 395 -138 -120
670 -1260 -3475; 422 -140 -128
629 -1020 -3863; 180 -133 -151
494 -788 -4054; -175 -138 -179
450 -645 -4128; -315 -143 -169
512 -625 -4085; -332 -143 -161
421 -540 -3985; -328 -147 -168
403 -579 -3841; -271 -134 -166
351 -599 -3911; -138 -120 -153
435 -661 -3874; 15 -111 -126
495 -710 -3857; 158 -112 -120
570 -800 -3848; 243 -114 -132
636 -716 -3923; 176 -123 -160
644 -599 -4030; -35 -128 -173
537 -495 -4079; -281 -123 -174
465 -439 -4106; -412 -100 -162
533 -610 -4186; -235 -60 -108
537 -652 -4085; 214 -28 -72
525 -709 -4030; 549 -44 -98
439 -713 -3949; 627 -45 -110
446 -543 -3887; 424 -46 -110
548 -541 -3865; 126 -47 -110
617 -418 -3849; -80 -39 -111
624 -526 -3912; -75 -22 -107
698 -609 -3873; 106 -9 -96
675 -686 -3958; 343 6 -81
621 -817 -3956; 476 19 -74
578 -806 -3996; 417 27 -68
508 -766 -4092; 249 31 -63
461 -733 -4156; 122 27 -61
474 -778 -4152; 0 22 -61
452 -767 -4071; -170 16 -60
422 -824 -3997; -358 13 -61
472 -875 -3984; -509 8 -63
511 -832 -4003; -583 3 -64
523 -819 -4001; -562 -2 -64
532 -703 -4046; -436 -4 -64
466 -637 -4081; -253 -12 -69
431 -640 -4076; -138 -24 -79
369 -652 -4145; -128 -36 -90
752 -6572 -1475; -173 -21 -40
-6016 2194 -4403; 1005 218 120
-3383 -5172 -1490; 3911 75 -437
1364 -2816 -3606; 711 66 43
1986 1236 -5980; -1559 -67 -206
2862 -2021 -4629; -1815 -13 -107
1142 -697 -4139; -2394 -340 -531
1075 1062 -4517; -2568 -234 -134
1908 742 -3948; -2303 -96 -24
1481 1414 -3579; -1760 -180 -88
388 666 -3072; -1071 -193 -112
1073 -80 -3678; -511 -165 -165
1017 -571 -4619; -249 -5 -211
1274 -110 -5556; 13 194 -193
830 -348 -4983; 47 200 -58
811 -228 -4304; 25 36 -56
959 494 -4572; -347 -87 -80
1023 185 -3680; -728 -173 -245
983 361 -3681; -1242 -176 -337
830 653 -3849; -1503 -160 -388
424 457 -3770; -1494 -137 -416
320 154 -3773; -1328 -104 -428
237 -12 -3601; -1050 -78 -403
-143 -335 -3680; -756 -59 -395
1 -151 -4194; -564 -29 -342
575 -173 -4440; -408 -2 -257
831 43 -4483; -272 -5 -219
706 582 -4250; -123 5 -187
566 914 -4205; 0 14 -176
611 727 -4066; 145 7 -140
538 590 -4150; 371 2 -89
445 260 -4154; 575 -4 -52
500 133 -4178; 660 -12 -28
618 121 -4188; 634 -27 9
618 151 -4301; 585 -49 65
590 160 -4183; 584 -71 114
586 140 -4153; 618 -82 129
636 74 -4131; 606 -85 138
655 -55 -4052; 526 -101 149
661 -66 -4034; 394 -110 166
619 -36 -4046; 234 -113 176
624 -8 -4076; 87 -116 172
604 14 -4061; 38 -118 161
585 17 -4058; 77 -119 147
541 32 -4072; 81 -120 123
605 57 -4140; 56 -122 89
638 87 -4078; 74 -124 68
620 153 -3975; 127 -117 60
539 217 -3954; 130 -97 50
469 306 -4001; 65 -79 27
465 335 -4030; -3 -67 1
512 279 -4012; -72 -60 -20
544 313 -4100; -135 -55 -32
514 307 -4069; -143 -52 -40
524 255 -4049; -136 -51 -54
558 281 -4042; -156 -46 -73
615 253 -4084; -181 -42 -82
628 252 -4090; -145 -42 -88
620 252 -4075; -93 -47 -96
606 210 -4139; -66 -49 -105
606 234 -4202; -32 -54 -108
578 283 -4158; 16 -67 -104
599 238 -4138; 68 -74 -103
592 240 -4125; 114 -72 -103
579 232 -4136; 172 -77 -97
560 177 -4090; 226 -81 -93
574 140 -4045; 257 -85 -88
572 105 -3981; 262 -85 -83
565 79 -3949; 239 -77 -80
546 83 -3982; 189 -64 -77
559 40 -4035; 114 -56 -74
532 -3 -4090; 36 -52 -70
567 82 -4091; -20 -51 -58
590 106 -4053; -46 -51 -53
527 220 -4044; -70 -51 -48
519 284 -4065; -61 -51 -44
507 256 -4112; 1 -47 -45
532 229 -4153; 88 -47 -45
531 231 -4144; 157 -50 -46
571 167 -4127; 203 -55 -46
574 122 -4144; 235 -62 -46
541 140 -4113; 242 -67 -43
557 93 -4080; 219 -73 -46
568 78 -4103; 179 -76 -49
552 94 -4102; 141 -79 -49
548 72 -4098; 107 -80 -55
565 119 -4064; 80 -80 -60
561 123 -4040; 60 -81 -64
549 138 -4031; 49 -78 -71
547 123 -4078; 52 -77 -75
518 149 -4105; 70 -76 -78
503 165 -4115; 110 -75 -81
517 164 -4066; 152 -75 -84
548 121 -4066; 175 -75 -85
550 68 -4076; 176 -76 -86
562 68 -4114; 177 -78 -85
556 54 -4100; 187 -77 -81
560 43 -4073; 186 -80 -75
584 37 -4026; 166 -82 -71
565 66 -4023; 152 -78 -67
562 73 -4076; 152 -74 -65
540 23 -4093; 163 -73 -62
549 0 -4088; 179 -72 -57
559 11 -4068; 173 -74 -53
590 18 -4044; 156 -72 -50
577 9 -4054; 150 -70 -47
560 30 -4079; 149 -70 -43
559 -24 -4096; 137 -68 -44
578 -33 -4134; 120 -69 -41
566 -33 -4094; 116 -69 -37
559 -17 -4058; 113 -67 -35
575 -45 -4060; 82 -69 -36
594 -54 -4087; 51 -70 -37
614 -60 -4056; 35 -72 -35
593 -28 -4072; 24 -75 -32
558 13 -4085; 31 -76 -31
524 -1 -4082; 45 -73 -35
509 56 -4085; 35 -73 -38
533 41 -4060; 30 -74 -40
492 6 -4061; 31 -72 -43
514 -16 -4046; 15 -71 -46
524 25 -4056; -1 -68 -49
506 23 -4054; -2 -64 -54
492 17 -4067; -17 -61 -56
513 31 -4105; -39 -61 -57
504 80 -4137; -36 -61 -57
488 101 -4076; -10 -60 -56
466 147 -4062; 41 -56 -58
457 144 -4028; 70 -52 -64
468 120 -4073; 75 -51 -66
508 71 -4095; 84 -50 -69
527 12 -4112; 106 -47 -72
534 39 -4117; 107 -47 -74
532 65 -4101; 102 -49 -77
545 69 -4115; 109 -50 -80
586 41 -4097; 123 -48 -81
558 77 -4088; 138 -52 -82
529 63 -4100; 147 -53 -83
536 45 -4104; 160 -54 -85
561 -12 -4132; 174 -56 -86
534 -45 -4155; 180 -61 -85
529 -34 -4126; 170 -66 -82
562 -32 -4064; 158 -70 -77
548 24 -4035; 151 -73 -74
538 33 -4054; 148 -74 -74
551 -22 -4126; 152 -76 -73
553 -61 -4131; 161 -77 -71
577 -89 -4111; 162 -80 -69
555 -34 -4072; 146 -79 -67
529 -10 -4034; 137 -78 -66
537 2 -4047; 146 -71 -68
512 -36 -4088; 167 -68 -69
534 -71 -4105; 175 -66 -70
566 -62 -4061; 183 -62 -68
530 -70 -4032; 194 -61 -67
550 -46 -4046; 183 -59 -67
550 -64 -4072; 162 -57 -70
559 -86 -4107; 159 -55 -73
569 -118 -4108; 159 -55 -74
564 -108 -4058; 153 -55 -74
540 -63 -4064; 154 -57 -71
518 -71 -4060; 172 -54 -72
542 -88 -4096; 195 -56 -73
568 -129 -4113; 221 -55 -75
580 -142 -4112; 244 -59 -74
579 -176 -4102; 247 -62 -74
558 -203 -4067; 234 -68 -75
526 -211 -4084; 199 -74 -75
495 -260 -4464; 161 -78 -72
502 -247 -3810; 336 38 -93
363 -443 -4271; 228 -22 -82
645 -349 -4486; -28 -117 -50
636 -299 -4240; -16 -162 -66
501 -174 -3998; 75 -113 -59
473 -111 -4025; 171 -75 -63
499 -192 -3964; 238 -70 -67
592 -154 -4012; 119 -81 -71
